Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
LALL-PD-KC2015-187-LB-30d-CS-16S_S14_L001_R1_001	96.6880989931	52.0	250.993206357	32972.0	33.3333333333
LALL-PD-KC2015-187-LB-30d-CS-16S_S14_L001_R2_001	91.4017954628	50.0	250.032087832	32972.0	41.6666666667
LALL-PD-KC2015-188-LB-30d-CS-16S_S15_L001_R1_001	97.3175144388	52.0	250.994572403	57484.0	33.3333333333
LALL-PD-KC2015-188-LB-30d-CS-16S_S15_L001_R2_001	92.5683668499	50.0	250.031782757	57484.0	33.3333333333
LALL-PD-KC2015-191-Control-112d-CS-16S_S16_L001_R1_001	95.6679434595	53.0	250.994949324	29501.0	41.6666666667
LALL-PD-KC2015-191-Control-112d-CS-16S_S16_L001_R2_001	90.4308328531	51.0	250.030710823	29501.0	33.3333333333
LALL-PD-KC2015-192-Control-112d-CS-16S_S17_L001_R1_001	96.4265351722	54.0	250.995038139	64895.0	41.6666666667
LALL-PD-KC2015-192-Control-112d-CS-16S_S17_L001_R2_001	91.4477232452	52.0	250.03223669	64895.0	33.3333333333
LALL-PD-KC2015-193-Control-112d-CS-16S_S18_L001_R1_001	96.8996617813	53.0	250.994984534	69186.0	33.3333333333
LALL-PD-KC2015-193-Control-112d-CS-16S_S18_L001_R2_001	91.4578093834	51.0	250.032217501	69186.0	33.3333333333
LALL-PD-KC2015-196-LH-112d-CS-16S_S19_L001_R1_001	96.3503411354	53.0	250.996294845	61266.0	41.6666666667
LALL-PD-KC2015-196-LH-112d-CS-16S_S19_L001_R2_001	91.1712858682	51.0	250.030979662	61266.0	41.6666666667
LALL-PD-KC2015-197-LH-112d-CS-16S_S20_L001_R1_001	96.1224203941	53.0	250.996194789	42836.0	41.6666666667
LALL-PD-KC2015-197-LH-112d-CS-16S_S20_L001_R2_001	90.6083667943	51.0	250.033266411	42836.0	33.3333333333
LALL-PD-KC2015-198-LH-112d-CS-16S_S21_L001_R1_001	96.1362270174	53.0	250.996496901	48243.0	33.3333333333
LALL-PD-KC2015-198-LH-112d-CS-16S_S21_L001_R2_001	90.7509897809	51.0	250.031631532	48243.0	33.3333333333
LALL-PD-KC2015-201-LH-LB-112d-CS-16S_S22_L001_R1_001	96.4222770532	53.0	250.99553519	51066.0	33.3333333333
LALL-PD-KC2015-201-LH-LB-112d-CS-16S_S22_L001_R2_001	91.3660752751	50.0	250.032624447	51066.0	33.3333333333
LALL-PD-KC2015-202-LH-LB-112d-CS-16S_S23_L001_R1_001	96.2403381945	53.0	250.996072742	39977.0	33.3333333333
LALL-PD-KC2015-202-LH-LB-112d-CS-16S_S23_L001_R2_001	91.1874327738	50.0	250.030242389	39977.0	33.3333333333
LALL-PD-KC2015-203-LH-LB-112d-CS-16S_S24_L001_R1_001	96.4165695662	54.0	250.995812013	59217.0	33.3333333333
LALL-PD-KC2015-203-LH-LB-112d-CS-16S_S24_L001_R2_001	91.2069169326	52.0	250.991286286	59217.0	33.3333333333
LALL-PD-KC2015-206-LB-112d-CS-16S_S25_L001_R1_001	96.1380040056	53.0	250.993745985	52926.0	41.6666666667
LALL-PD-KC2015-206-LB-112d-CS-16S_S25_L001_R2_001	91.3067301515	51.0	250.029909685	52926.0	33.3333333333
LALL-PD-KC2015-207-LB-112d-CS-16S_S26_L001_R1_001	95.9804019598	54.0	250.99510049	40004.0	41.6666666667
LALL-PD-KC2015-207-LB-112d-CS-16S_S26_L001_R2_001	90.9209079092	51.0	250.03119688	40004.0	33.3333333333
LALL-PD-KC2015-208-LB-112d-CS-16S_S27_L001_R1_001	97.0301501277	53.0	250.995000934	64212.0	41.6666666667
LALL-PD-KC2015-208-LB-112d-CS-16S_S27_L001_R2_001	92.0326418738	51.0	250.03061733	64212.0	33.3333333333
