	sequences per sample	iteration	L1S140	L1S208	L1S8	L1S281	L3S242	L2S309	L2S357	L4S112	L2S155	L2S382	L4S63	L2S222	L3S341	L3S360	L2S204	L4S137	L3S294	L2S175	L5S203	L6S93	L6S20	L6S68	L1S257	L3S378	L1S105	L5S174	L5S155	L5S222	L5S104	L1S57	L1S76	L5S240	L3S313	L2S240
alpha_rarefaction_120_0.txt	120	0	5.44675	4.81167	4.42961	5.54235	5.23237	10.35805	9.11189	10.79609	10.52538	11.55455	10.68655	13.49597	11.76532	11.45682	11.24775	8.42698	8.83664	10.00978	5.9274	7.52524	5.59945	5.61622	5.69986	5.58502	5.21084	6.77622	5.34665	5.99939	4.75901	5.27167	4.91086	5.97322	8.42494	6.51509
alpha_rarefaction_120_1.txt	120	1	5.6896	4.83848	3.79276	6.07516	5.44748	11.13657	8.41033	10.26694	10.01641	11.28844	12.15129	14.46856	11.6291	12.62313	11.08043	10.60032	8.55762	10.34005	7.06778	6.69996	5.43934	6.72876	5.92387	4.71541	5.54216	5.29763	5.32848	5.65609	7.1006	4.93718	4.98733	5.65924	9.05641	6.74282
alpha_rarefaction_120_2.txt	120	2	4.97866	4.37478	4.7043	4.7022	5.41963	12.99295	7.7675	11.04564	10.36909	14.2764	12.66795	14.38291	11.19726	11.77573	9.28548	9.33712	7.60825	9.38606	5.26626	7.14506	5.34424	6.36774	5.15628	4.94951	4.8122	5.59298	4.83867	6.69813	4.81911	3.98687	4.97342	5.75728	11.1976	6.82129
alpha_rarefaction_120_3.txt	120	3	5.44516	5.37998	4.23816	5.98266	5.02593	12.99278	9.50742	8.89139	9.98834	12.7062	11.94176	13.33399	11.23606	12.60521	10.0659	10.81301	9.60445	11.6678	6.95237	6.73411	5.5196	6.58832	6.03651	4.97064	6.28376	6.00211	5.88187	5.90392	6.7813	5.49254	5.40834	5.17813	9.88973	6.11971
alpha_rarefaction_120_4.txt	120	4	4.65197	4.89503	4.47345	5.42673	4.79965	11.04228	9.46202	9.85093	9.15218	12.30023	12.86327	11.96129	12.3173	10.71949	10.78315	8.66486	8.42705	9.84044	6.08642	6.23728	6.31776	6.1354	5.58316	5.329	5.86386	5.10977	5.41949	6.45499	5.9054	5.29578	4.44431	5.81337	8.86918	5.43824
alpha_rarefaction_120_5.txt	120	5	4.72499	5.48366	5.02102	5.59022	5.06492	10.71302	8.34712	9.08443	9.01113	11.42968	10.93189	13.23146	12.32637	11.23383	10.91345	10.53833	9.57473	10.29518	6.49818	7.30154	6.52448	6.23231	5.4063	5.2421	5.03293	6.17818	4.97865	6.5205	6.10644	4.526	4.51766	5.15325	9.28857	6.16833
alpha_rarefaction_120_6.txt	120	6	5.07962	5.52165	3.88272	5.42148	4.46898	11.6899	9.68208	8.84751	10.14456	12.3141	12.88242	12.4688	12.165	12.10886	10.344	11.09577	8.10107	8.21242	5.50267	6.66299	6.19067	5.5288	5.32894	5.33539	5.71047	6.29903	5.87834	6.56318	5.75519	4.99929	4.50794	5.84721	9.4967	6.35721
alpha_rarefaction_120_7.txt	120	7	5.66344	5.64642	4.7137	5.856	5.25687	10.53976	8.33481	10.91834	8.56129	11.68194	12.28872	13.33024	12.373	13.34613	9.19286	9.32505	9.25455	8.99433	5.15661	7.2364	5.57497	5.40221	6.38912	5.8793	6.78741	6.29153	5.1592	5.7008	5.42313	5.34554	4.34718	6.09028	11.10422	6.47803
alpha_rarefaction_120_8.txt	120	8	5.31255	5.73389	4.09992	5.80584	5.22916	10.77371	8.89224	10.23409	10.39843	11.71291	12.51066	12.38744	12.64482	12.31221	10.98537	9.69595	9.45772	11.04653	6.76823	5.67418	6.05748	5.80653	5.94534	5.81288	6.12343	5.6781	5.20982	5.57137	5.47186	5.01476	3.90831	5.28122	9.71046	6.54119
alpha_rarefaction_120_9.txt	120	9	5.41101	5.04232	4.655	5.10188	5.18606	10.70438	8.17419	9.99451	9.30906	12.11234	12.53492	14.16911	11.55084	11.26688	13.25248	10.29282	7.90126	8.49865	6.88981	6.84006	5.3519	6.65862	7.08008	5.53146	5.87481	6.36078	4.55373	6.01122	6.64221	4.57067	4.58014	6.62339	8.86916	6.00863
alpha_rarefaction_230_0.txt	230	0	5.73297	7.20004	5.07865	7.35299	5.94642	13.20956	12.92326	15.07656	12.18399	15.43406	14.85707	17.85597	15.84996	16.46994	13.78915	11.89952	11.63248	12.75091	8.57909	8.34446	6.61115	8.02598	6.30185	6.07171	5.89195	8.04902	6.21682	6.65103	6.49684	6.30963	6.31128	6.50805	13.30725	8.45156
alpha_rarefaction_230_1.txt	230	1	7.00108	6.37492	5.78183	7.82537	7.00526	13.81195	11.97574	13.09264	12.41915	16.40611	15.85494	18.14019	15.64426	17.97568	14.28267	12.47867	12.01837	12.68603	6.57744	8.92444	7.84142	6.57615	7.27475	5.54491	6.56301	6.26555	5.65177	6.81558	6.78517	5.60992	5.86341	6.14219	12.99051	6.98112
alpha_rarefaction_230_2.txt	230	2	5.92912	7.45974	4.98082	8.00658	6.02224	14.37902	11.446	11.19872	13.2401	13.33813	13.85351	19.33531	17.39166	17.43196	14.57901	12.10308	12.05697	11.36222	7.6878	7.23118	6.9588	8.62075	7.23824	6.7251	7.28632	6.45149	5.61283	7.06976	8.24791	6.53565	6.17094	6.00282	13.79144	8.1836
alpha_rarefaction_230_3.txt	230	3	7.0426	7.01244	5.68211	7.13883	6.14753	14.82139	12.44592	14.12457	15.82406	15.27005	17.58999	17.3987	15.42776	15.15493	14.064	12.93854	12.27746	13.60665	6.98639	7.2873	8.19041	7.02581	7.58734	7.58929	6.94677	7.81296	5.73117	6.74013	7.2291	7.63708	7.90471	6.31967	13.3864	7.22124
alpha_rarefaction_230_4.txt	230	4	6.59728	6.73867	5.0689	8.00666	5.84083	15.48633	11.27211	11.9738	14.29639	16.17012	16.33292	20.0348	15.97074	17.39444	13.37192	11.95617	11.3143	12.82593	7.17867	8.00421	6.82516	7.44174	7.55316	7.34161	8.19537	6.86972	5.31555	7.049	7.20623	5.67393	5.67638	6.64077	14.18641	8.9151
alpha_rarefaction_230_5.txt	230	5	6.02674	7.16465	5.67914	7.86371	6.95689	14.27905	11.37654	14.66559	13.34794	15.32529	15.43782	16.82237	14.30375	16.03253	13.02142	12.05732	8.64546	12.17417	7.6394	8.5796	7.91495	8.24984	7.22636	6.13278	6.38058	7.43901	5.49252	7.58194	7.34715	6.04624	5.49433	6.75439	12.36028	8.48748
alpha_rarefaction_230_6.txt	230	6	7.09696	6.96947	5.80258	6.88566	6.52808	15.16144	11.40921	13.27947	12.23155	13.54174	17.51481	18.69031	14.93212	17.86849	14.46052	12.87881	9.90089	12.53257	6.20696	8.15941	8.07807	6.44593	6.33599	7.68058	7.15841	7.02046	6.46243	7.84538	7.11167	6.37501	5.58873	7.30598	12.13385	8.23647
alpha_rarefaction_230_7.txt	230	7	6.2712	7.27655	6.43105	7.22674	6.52172	15.88068	13.05053	14.15387	13.93985	14.22545	16.12542	17.75088	16.49565	16.21821	14.27025	12.95795	12.03428	10.81112	7.57144	8.35071	8.44095	7.44251	8.11608	6.75484	7.57485	7.01968	6.20471	7.52273	7.4629	6.28283	6.47574	6.91571	14.41476	7.9643
alpha_rarefaction_230_8.txt	230	8	7.41229	7.75715	4.41994	7.16536	6.25602	14.5289	9.76086	14.99822	11.73506	16.81325	15.51083	17.51367	15.61503	16.15771	15.58651	11.3277	12.0329	12.32608	7.02334	6.7472	6.78308	6.77463	8.39362	6.4004	6.2026	7.14023	5.88145	7.62725	7.04362	6.72486	5.74767	6.4794	13.51626	7.77217
alpha_rarefaction_230_9.txt	230	9	6.2462	6.55055	5.96525	7.01807	7.69091	14.49986	11.74171	13.50471	14.33417	15.32789	14.99618	18.34958	14.29931	16.69965	15.19247	12.12107	9.3291	11.7839	7.66081	8.42381	7.05721	6.9114	6.7991	7.70437	6.58968	6.63871	5.49174	7.35193	6.26209	6.11389	6.44268	6.44624	12.60396	7.62865
alpha_rarefaction_340_0.txt	340	0	7.6797	7.22086	6.18759	9.09691	5.46672	17.22193	13.05449	15.80529	14.64334	17.04487	18.98081	23.32992	18.54259	18.8582	15.94693	14.8244	14.31085	15.61286	7.65364	8.44964	7.59887	7.8456	8.89829	8.04755	9.16371	7.93479	6.85759	6.88036	8.43012	7.55945	7.01765	6.68421	15.11162	7.47256
alpha_rarefaction_340_1.txt	340	1	7.10887	8.77124	6.27934	9.63885	7.08139	17.17094	12.50483	16.66725	17.52618	17.28049	18.38942	21.54392	17.70088	20.37291	16.10744	16.29557	12.13928	14.4766	8.72068	9.22672	7.57106	7.68577	8.37477	7.87498	8.37177	6.81602	8.30737	8.35686	7.78161	7.5529	7.99514	7.89883	14.90968	10.07166
alpha_rarefaction_340_2.txt	340	2	8.04736	9.02789	5.3758	7.92872	5.68041	15.78868	13.11627	15.26678	15.9571	17.28154	19.30982	24.08639	19.34735	18.60404	18.4917	14.0232	10.6998	14.64048	7.15651	8.20593	8.01076	7.92423	8.83613	9.46559	7.99103	7.53335	6.43463	7.37987	7.76615	6.47295	6.57333	7.40146	15.15185	8.47989
alpha_rarefaction_340_3.txt	340	3	6.23229	8.1992	6.06318	8.39556	6.67506	16.93107	13.70307	16.00406	16.26624	15.808	18.23412	21.27661	17.78043	19.34338	17.26612	13.89665	13.04145	12.3179	8.08277	8.87337	7.11066	8.42854	9.60508	8.37836	8.97626	8.3377	7.11656	8.60125	9.48181	6.56612	7.08258	7.96619	14.43416	8.71952
alpha_rarefaction_340_4.txt	340	4	7.38448	8.31399	6.19239	8.97058	7.77625	17.62154	13.65953	14.02666	14.67432	16.99922	19.53455	21.11568	17.95746	18.4595	16.24371	13.96716	12.80597	13.38117	8.86525	8.75532	8.61105	7.54549	8.47451	7.57108	9.01574	7.0607	6.30922	7.67456	9.41284	7.0827	7.60938	7.04801	14.79225	9.15256
alpha_rarefaction_340_5.txt	340	5	7.41482	8.90012	5.3195	9.17027	6.67701	17.25662	14.56724	14.4859	14.58403	16.47639	19.03059	21.09193	18.46931	20.14007	17.23563	15.24792	12.83723	13.58244	9.04065	9.06942	7.50685	8.34741	8.27145	7.04494	8.01781	7.78959	7.46678	7.62832	8.38135	7.72777	6.97556	7.27857	14.96857	8.11505
alpha_rarefaction_340_6.txt	340	6	8.38107	7.943	5.93122	7.5765	6.51567	17.30843	15.60972	16.23034	15.78898	16.97277	18.95293	21.86878	17.49583	17.68477	16.5059	15.6555	12.56474	14.3191	8.04493	8.69671	6.95441	7.72327	10.48081	8.54563	9.58716	8.04011	6.41185	7.95719	7.16668	6.58983	7.62109	6.65682	15.16171	7.3586
alpha_rarefaction_340_7.txt	340	7	7.44089	8.64576	5.48028	8.24547	6.93995	18.00398	13.61987	16.73383	15.11494	16.92444	18.53872	20.18647	17.67322	19.24716	16.58896	15.02614	12.06006	15.35136	7.99416	8.22612	8.19083	7.5371	7.61679	8.7983	8.00563	8.3261	6.65621	7.79847	8.51141	7.51486	7.48215	7.02132	15.51232	8.59895
alpha_rarefaction_340_8.txt	340	8	7.9106	7.37561	5.91383	8.56846	7.78986	18.07765	13.54658	17.73129	13.87248	17.51242	17.08536	20.57648	18.88795	19.36237	16.56592	14.13373	11.95752	15.05162	8.04103	8.71165	8.13949	7.90326	8.07338	7.90324	7.7295	8.37704	6.45987	8.03104	7.71562	7.20731	7.07741	7.54948	15.13927	8.23485
alpha_rarefaction_340_9.txt	340	9	7.89383	8.15195	4.95119	7.74746	7.38187	17.41014	15.30641	17.53647	16.67377	18.66177	18.94435	20.90953	16.44441	19.19214	17.51592	13.70517	12.3989	13.6855	7.74042	9.15614	7.77088	8.04645	8.94371	9.3918	9.2522	8.06861	6.50146	6.8351	8.28073	6.93442	6.66877	8.00153	14.67926	8.98121
alpha_rarefaction_450_0.txt	450	0	8.75285	8.78503	6.05976	10.08593	9.00432	18.3586	17.04564	17.00356	16.50629	18.77909	18.48088	21.93331	20.31389	22.29724	18.77709	15.314	14.81566	15.71047	9.22307	9.97355	9.4614	8.31682	9.85661	9.37037	9.73566	8.33738	7.43704	8.05517	9.27209	7.02782	7.06405	8.58369	16.94616	9.31971
alpha_rarefaction_450_1.txt	450	1	8.1639	9.51515	6.14099	9.32337	8.32837	18.96492	16.47165	19.79452	17.35347	18.59753	21.31133	23.17025	19.31296	21.40511	20.33761	15.35423	12.58993	15.59977	9.35536	9.77498	8.83896	10.61194	9.23607	9.35966	7.92112	8.28008	7.57976	9.63148	8.78112	7.10773	7.87547	8.36562	17.00941	10.48666
alpha_rarefaction_450_2.txt	450	2	8.9094	9.54114	6.31243	9.82245	8.52257	19.05862	14.57726	17.04484	17.22801	17.92484	19.97188	24.89214	21.01575	22.96027	18.35363	14.8187	16.39498	15.94584	8.67489	9.70194	8.74906	9.75558	9.38441	8.55314	8.24216	8.13675	6.95034	9.35932	10.10789	8.32425	6.782	8.14456	16.89293	8.88878
alpha_rarefaction_450_3.txt	450	3	8.54555	9.74548	6.60809	8.95674	8.0952	18.24164	16.16613	17.67635	20.47352	18.95466	21.4493	23.35602	21.74524	20.76556	20.44194	15.52514	13.89451	15.46318	7.82704	9.74401	8.57326	8.95262	9.45906	8.95356	9.56878	8.1365	6.94675	8.40632	9.15132	8.08531	6.53782	6.95854	16.14532	9.70854
alpha_rarefaction_450_4.txt	450	4	9.27907	10.4268	5.82838	9.33501	8.47542	17.35644	16.83663	15.89538	18.19944	18.70381	19.63392	23.48133	20.62839	19.99213	19.95114	17.19897	15.673	18.07481	8.65798	9.86382	8.6977	8.87812	10.47606	9.24228	9.74006	8.47862	6.77559	8.55833	9.33511	7.14043	7.12091	9.09315	18.49051	8.70322
alpha_rarefaction_450_5.txt	450	5	8.575	7.60491	5.11012	9.26269	8.51878	18.88154	14.22207	16.35704	17.80773	17.96543	20.9499	25.02497	19.45144	21.89194	18.67139	15.36672	15.64995	16.41194	10.03275	9.98284	8.60877	9.07052	12.10608	9.52733	9.66039	8.60601	7.24793	7.43976	7.99623	7.54633	6.61824	8.14117	14.84231	8.87126
alpha_rarefaction_450_6.txt	450	6	7.94036	8.36326	5.59503	9.56787	7.77627	18.30578	15.16694	17.28561	17.73999	17.12157	20.58761	25.56058	21.83892	21.91473	19.70614	16.53921	14.5439	15.76608	7.61233	9.09577	7.21472	10.25603	9.87244	8.69331	8.7827	8.43931	7.17669	8.07025	9.17787	7.90437	7.69278	7.77686	14.03043	9.91739
alpha_rarefaction_450_7.txt	450	7	9.25119	9.31772	5.58704	8.87092	7.06419	18.91135	14.14097	19.29342	18.22926	18.25121	19.13359	25.07258	20.29965	22.80122	18.4996	16.2742	14.87164	15.50424	7.49963	9.63344	9.71884	9.73399	9.84972	8.25919	8.6056	8.68717	6.75112	8.47248	8.05406	7.39481	8.17986	7.59657	17.09382	9.31049
alpha_rarefaction_450_8.txt	450	8	8.02783	8.47883	6.6032	9.1793	7.76655	20.06259	15.93851	16.83066	17.58147	19.98184	22.63854	24.77384	20.49357	22.16186	19.16191	16.85956	14.69847	15.29939	8.74884	10.68302	9.07084	9.52144	10.49992	8.29218	8.73079	8.18435	7.723	8.52317	10.02261	8.01599	8.10068	8.21113	15.78072	10.6547
alpha_rarefaction_450_9.txt	450	9	8.6527	9.76585	5.85787	8.92707	8.24938	19.72028	15.27502	19.27199	17.05176	18.51167	20.34567	24.15719	20.06293	21.86984	18.76784	15.98143	15.15272	16.25799	8.95735	10.13651	8.52587	9.08667	8.59203	9.49696	10.05142	7.93837	6.47648	8.50157	10.05838	7.27489	7.18515	8.88516	17.22373	8.44083
alpha_rarefaction_560_0.txt	560	0	8.30001	10.20243	6.63855	9.70001	9.06812	21.38954	17.34373	17.57947	18.51815	20.16572	21.97186	26.69328	21.62196	23.57874	21.20462	18.16213	15.72375	17.53454	8.7886	11.64977	8.04928	9.58277	9.20307	9.60155	10.28677	8.36049	6.83497	9.23283	9.51982	8.28863	7.61642	8.41417	17.97139	9.96832
alpha_rarefaction_560_1.txt	560	1	8.02939	10.35238	6.19264	10.4019	8.15355	18.07243	15.65799	20.43563	20.91417	19.58324	22.26312	26.00904	21.10759	25.46588	20.59082	18.43142	15.24352	17.85338	8.55216	9.65547	9.19533	7.64138	8.84859	9.43388	9.94242	8.971	7.63785	8.47188	10.81052	8.02555	6.49902	8.45212	16.38404	9.47457
alpha_rarefaction_560_2.txt	560	2	8.81379	10.85309	7.9712	9.89233	8.60579	21.20033	17.94312	17.50737	18.06591	19.27774	20.88103	27.10713	23.00568	25.02265	20.2994	16.66885	15.12629	17.12556	9.32242	9.58342	10.44044	8.96876	9.73732	10.25106	9.84043	8.46109	7.21019	8.05086	8.91623	8.40149	8.70142	8.22464	17.34337	9.8031
alpha_rarefaction_560_3.txt	560	3	8.99493	11.4057	5.5917	9.94926	9.09761	20.12547	16.26527	21.00556	18.28556	20.13537	22.64727	24.962	21.99265	24.4802	21.33289	16.42799	17.04885	18.41246	8.33869	10.064	8.86019	9.30515	9.72046	10.55801	9.30482	8.68597	7.58022	8.77438	9.64356	8.13113	9.49569	9.37731	19.20241	10.0902
alpha_rarefaction_560_4.txt	560	4	9.03039	10.41785	6.49084	9.70697	7.99794	22.08297	16.08812	22.02618	20.74283	19.83058	23.84275	27.31269	20.21844	24.8968	21.48778	17.27623	16.07796	17.00366	8.75152	10.43381	9.77459	9.54004	10.33959	9.72737	9.43218	9.20173	6.62696	9.32907	10.22155	9.58416	8.4573	8.37283	17.86892	11.09035
alpha_rarefaction_560_5.txt	560	5	8.10292	10.36782	6.5233	10.14672	8.47745	20.46089	16.25603	18.71484	18.13875	18.79692	24.31236	27.66778	21.74102	24.78254	22.40762	16.94794	14.98651	17.92083	8.97017	10.07636	9.20259	9.82125	11.64908	9.83833	10.0074	8.72423	7.45242	8.84684	8.97984	8.24857	8.24227	8.62037	17.89388	11.70804
alpha_rarefaction_560_6.txt	560	6	8.2763	10.05216	6.85142	10.00382	7.8003	21.24701	16.2855	19.43155	21.54794	20.66794	24.91764	25.45249	21.77669	25.44627	23.55968	15.80226	15.76363	18.56439	10.03025	10.16941	8.69882	8.47102	10.65885	9.71496	8.44903	8.75359	7.53763	8.8756	10.2233	8.51866	7.91476	7.87597	17.86995	10.80274
alpha_rarefaction_560_7.txt	560	7	9.55562	10.29652	7.81832	9.8573	9.25074	20.86863	17.55762	19.16217	18.47498	20.3044	22.10182	26.79681	21.19972	22.90948	19.94331	17.48637	14.5872	17.79175	8.0136	10.04662	8.34917	10.04182	9.32584	8.59128	9.28591	8.64529	6.70116	8.98207	8.54836	9.2044	7.93435	8.58506	18.57028	10.09857
alpha_rarefaction_560_8.txt	560	8	8.47928	10.19183	6.61455	11.28023	9.12947	19.76774	17.07248	19.99559	17.08621	19.119	21.92091	24.73697	23.03613	22.65193	20.9262	17.43845	17.59391	19.71756	8.88124	10.29481	8.96005	10.1735	10.13317	9.87077	8.17916	8.25721	7.37459	9.46839	9.80463	8.24785	8.20716	8.91233	19.0102	11.23907
alpha_rarefaction_560_9.txt	560	9	9.46701	10.15429	8.3074	10.13982	6.83068	20.81915	17.60822	18.81784	19.12829	19.63832	21.70282	26.7392	22.80281	26.12514	17.94933	17.29662	13.73962	16.07593	8.15969	9.41931	9.00797	7.92342	9.86463	10.43432	10.40378	8.88443	7.28839	9.04982	10.27416	7.13884	8.72455	8.54554	17.7939	10.70871
alpha_rarefaction_670_0.txt	670	0	9.66872	10.73631	6.78131	11.7097	9.35567	22.57791	16.83924	21.43677	19.43681	20.67305	23.22086	28.12705	22.6753	27.19758	20.44632	17.97817	17.10463	19.54012	9.39651	9.96555	9.37041	9.48667	11.61025	11.18121	10.41604	9.65238	8.11968	9.76338	10.08338	9.46953	8.1703	8.84887	19.83448	10.2313
alpha_rarefaction_670_1.txt	670	1	10.37796	11.12272	8.20849	11.20297	9.87479	23.0189	17.89093	22.26784	21.35582	21.13425	24.00123	25.81418	24.8111	26.73715	22.67568	19.22277	17.46654	19.78905	9.54402	10.70858	8.8298	10.20433	9.88822	10.70817	9.02696	8.12157	7.17441	8.19433	10.1093	8.92683	7.76249	8.32983	19.7635	9.87217
alpha_rarefaction_670_2.txt	670	2	9.39009	9.29014	6.62416	11.00437	8.77859	21.87257	17.76393	20.94695	20.08623	20.93473	22.71417	28.18739	23.9704	26.653	22.83089	17.58837	17.04135	18.33071	9.2017	10.6036	9.2733	8.88777	9.6089	10.69056	9.77812	9.20918	7.76542	8.42474	9.69598	8.27387	8.73034	8.6453	19.09694	10.97664
alpha_rarefaction_670_3.txt	670	3	9.92301	11.5489	6.7422	11.20766	9.07828	21.28857	18.7453	20.75687	20.54297	19.42408	23.87256	27.78936	23.34719	26.55189	22.30268	16.33044	15.60471	21.05496	9.06091	10.56379	10.45256	9.3187	11.17859	10.85494	9.89208	9.62787	8.12095	8.3038	9.91511	8.87364	8.54387	8.90018	18.39011	10.68982
alpha_rarefaction_670_4.txt	670	4	8.75582	11.37496	6.61617	10.73704	8.15673	20.83736	17.3336	21.45373	20.3888	19.67078	23.30438	28.63801	24.30491	26.58632	22.56844	19.08374	16.11072	18.80929	9.04064	11.76269	9.88958	9.26367	11.97404	11.37388	9.27078	9.10925	8.00466	8.81587	10.82111	8.27642	9.16279	9.88023	19.68546	10.83762
alpha_rarefaction_670_5.txt	670	5	8.76605	11.43063	6.743	11.10971	9.35587	21.44988	16.67764	21.75913	20.29865	20.27951	24.09115	27.40468	24.93191	26.2943	22.1012	18.18047	16.66738	18.18483	8.84601	10.37502	9.21709	9.52013	10.69213	10.05007	9.01319	8.84805	7.65104	8.88553	10.9192	9.51102	8.35954	9.74916	17.93532	12.19876
alpha_rarefaction_670_6.txt	670	6	10.95124	9.9901	7.41799	10.7821	9.53601	22.04575	17.19119	20.22089	20.19312	19.87733	22.8133	30.27103	23.30242	26.46201	23.16749	18.77621	16.69593	19.05079	10.1406	11.50736	9.56648	8.08148	11.22455	10.76608	11.35196	9.62496	8.65251	8.78322	10.2383	8.41979	8.98024	9.34234	18.45805	10.39136
alpha_rarefaction_670_7.txt	670	7	9.24558	11.01971	7.22625	11.78069	8.40652	22.46542	18.48618	21.29737	20.54615	20.11816	24.35254	29.20636	24.35792	27.5492	21.37796	17.91463	17.04702	21.01299	8.46267	11.45949	8.93897	10.17631	11.2635	10.45011	12.01986	8.73482	8.61282	8.47628	10.96449	8.47519	8.73063	8.85811	20.12046	11.4411
alpha_rarefaction_670_8.txt	670	8	9.25446	10.33255	7.18986	10.92034	9.27103	22.8928	18.59717	19.50673	18.98985	20.29107	22.7362	28.1078	23.99794	25.78974	21.4838	18.33956	16.47215	18.71861	8.48319	10.64501	9.97029	8.92718	10.47005	9.99055	11.10383	8.7736	7.42129	9.57454	8.96996	8.94452	8.6138	9.75687	19.1749	11.34084
alpha_rarefaction_670_9.txt	670	9	9.61269	11.43243	8.58658	10.8227	9.31501	22.37415	17.72491	20.64431	20.9036	20.26293	24.6113	29.40157	23.76216	26.01691	23.58009	17.01399	17.60965	19.70846	9.82049	11.41162	10.04922	9.33618	11.21845	10.28415	10.10629	9.63606	7.92828	8.93633	8.52813	9.32126	8.96231	8.96207	20.9301	10.21738
alpha_rarefaction_780_0.txt	780	0	9.79998	11.95603	8.74686	10.15173	10.26081	22.10436	17.63563	23.66645	19.94571	21.44043	26.00976	30.79836	25.0225	26.69419	25.56112	18.37349	15.28518	18.35689	9.32903	11.22746	9.53329	10.71457	12.06613	11.2492	10.06254	9.57724	8.03477	8.59382	11.01963	9.64616	8.9439	9.0624	19.66138	10.70803
