OTU	Test-Statistic	P	FDR_P	Bonferroni_P	C_mean	C-NS_mean	S2-NS_mean	S2-3H_mean	C-3H-LATE_mean	C-3H_mean	S2-3H-LATE_mean	taxonomy
GQ518230	5.19444444444	0.5191271456	0.552373056273	1.0	0.0	3.75	0.5	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FJ762517	5.19444444444	0.5191271456	0.552373056273	1.0	0.0	5.5	0.0	0.0	0.25	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU065532	5.19444444444	0.5191271456	0.552373056273	1.0	0.0	0.25	4.25	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FJ762181	5.19444444444	0.5191271456	0.552373056273	1.0	0.25	0.0	0.0	3.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JF715197	5.19444444444	0.5191271456	0.552373056273	1.0	0.0	0.5	0.0	0.0	0.0	0.25	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_kudriavzevii
FN548157	5.19444444444	0.5191271456	0.552373056273	1.0	0.0	0.0	0.25	0.5	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_MU_2009_4
FJ758802	5.19444444444	0.5191271456	0.552373056273	1.0	0.75	0.0	0.0	1.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
DQ000318	5.19444444444	0.5191271456	0.552373056273	1.0	0.0	0.25	0.0	0.0	0.0	0.5	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Cryptococcus; s__Cryptococcus_tephrensis
FM177671	5.19444444444	0.5191271456	0.552373056273	1.0	0.0	0.0	0.0	0.0	0.25	3.5	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
FM177675	5.19444444444	0.5191271456	0.552373056273	1.0	0.25	0.0	0.0	0.0	0.0	0.5	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
AM901759	5.19444444444	0.5191271456	0.552373056273	1.0	1.5	0.0	0.0	2.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Rhodotorula; s__Rhodotorula_slooffiae
AB214655	5.19444444444	0.5191271456	0.552373056273	1.0	0.0	0.0	0.0	0.5	0.25	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Incertae_sedis; g__Gloeotinia; s__Gloeotinia_temulenta
New.CleanUp.ReferenceOTU143	5.19444444444	0.5191271456	0.552373056273	1.0	2.5	0.0	5.25	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Cephalothecaceae; g__Phialemonium; s__Phialemonium_curvatum
New.CleanUp.ReferenceOTU231	5.19444444444	0.5191271456	0.552373056273	1.0	0.0	1.25	0.5	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU418	5.19444444444	0.5191271456	0.552373056273	1.0	0.0	0.75	0.25	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Amphisphaeriaceae; g__Pestalotiopsis; s__Pestalotiopsis_vismiae
New.CleanUp.ReferenceOTU432	5.19444444444	0.5191271456	0.552373056273	1.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Metschnikowiaceae; g__Metschnikowia; s__Metschnikowia_pulcherrima
New.CleanUp.ReferenceOTU495	5.19444444444	0.5191271456	0.552373056273	1.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU541	5.19444444444	0.5191271456	0.552373056273	1.0	8.0	0.0	3.25	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU557	5.19444444444	0.5191271456	0.552373056273	1.0	0.5	0.0	18.25	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified; s__sordariomycete_sp_7652
New.CleanUp.ReferenceOTU578	5.19444444444	0.5191271456	0.552373056273	1.0	0.0	0.0	0.5	0.25	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
New.CleanUp.ReferenceOTU582	5.19444444444	0.5191271456	0.552373056273	1.0	0.5	0.0	0.0	0.0	0.0	0.25	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU668	5.19444444444	0.5191271456	0.552373056273	1.0	0.0	0.25	0.0	0.0	0.5	0.0	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Cryptococcus; s__Cryptococcus_sp_3_TMS_2011
New.CleanUp.ReferenceOTU881	5.19444444444	0.5191271456	0.552373056273	1.0	1.5	0.0	0.0	0.0	0.0	12.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Wickerhamomyces; s__Wickerhamomyces_edaphicus
New.CleanUp.ReferenceOTU918	5.19444444444	0.5191271456	0.552373056273	1.0	0.0	0.0	0.0	1.25	0.0	0.75	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Ganodermataceae; g__Ganoderma; s__Ganoderma_lucidum
JF300399	5.19230769231	0.519395560376	0.552373056273	1.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
EU490021	5.19230769231	0.519395560376	0.552373056273	1.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AY929128	5.19230769231	0.519395560376	0.552373056273	1.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
EU380669	5.19230769231	0.519395560376	0.552373056273	1.0	0.0	0.25	0.0	0.0	0.0	0.0	0.25	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_orthopsilosis
New.CleanUp.ReferenceOTU181	5.19230769231	0.519395560376	0.552373056273	1.0	0.0	0.0	0.25	0.0	0.0	0.25	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Cercospora; s__Cercospora_sp_CPC_15875
New.CleanUp.ReferenceOTU187	5.19230769231	0.519395560376	0.552373056273	1.0	0.0	0.0	0.0	0.25	0.0	0.0	0.25	No blast hit
New.CleanUp.ReferenceOTU207	5.19230769231	0.519395560376	0.552373056273	1.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_tropicalis
New.CleanUp.ReferenceOTU232	5.19230769231	0.519395560376	0.552373056273	1.0	0.0	0.0	0.0	0.0	0.0	0.25	0.25	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Pezizomycotina_sp_11290
New.CleanUp.ReferenceOTU290	5.19230769231	0.519395560376	0.552373056273	1.0	0.0	0.0	0.0	0.0	0.25	0.25	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Metschnikowiaceae; g__Clavispora; s__Clavispora_lusitaniae
New.CleanUp.ReferenceOTU373	5.19230769231	0.519395560376	0.552373056273	1.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU382	5.19230769231	0.519395560376	0.552373056273	1.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Cercospora; s__Cercospora_sp_CPC_15875
New.CleanUp.ReferenceOTU514	5.19230769231	0.519395560376	0.552373056273	1.0	0.0	0.0	0.0	0.25	0.0	0.0	0.25	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Pezizomycotina_sp_11290
New.CleanUp.ReferenceOTU638	5.19230769231	0.519395560376	0.552373056273	1.0	0.0	0.25	0.25	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_tropicalis
New.CleanUp.ReferenceOTU870	5.19230769231	0.519395560376	0.552373056273	1.0	0.0	0.0	0.25	0.0	0.0	0.25	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Metschnikowiaceae; g__Clavispora; s__Clavispora_lusitaniae
New.CleanUp.ReferenceOTU947	5.19230769231	0.519395560376	0.552373056273	1.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Cercospora; s__Cercospora_sp_CPC_15875
New.CleanUp.ReferenceOTU986	5.19230769231	0.519395560376	0.552373056273	1.0	0.0	0.25	0.25	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JF951750	4.9961477152	0.544307296579	0.577339137797	1.0	0.0	1.5	0.25	9.25	0.25	0.0	63.25	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_flavus
New.ReferenceOTU9	4.97057392996	0.547592753727	0.579295492101	1.0	8.75	56.75	10.75	27.0	0.0	23.5	0.5	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
New.CleanUp.ReferenceOTU23	4.92912920019	0.552934519233	0.583411225017	1.0	3.5	1.75	4.75	2.25	0.0	5.5	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Cryptococcus; s__Cryptococcus_laurentii
AM901805	4.32922201139	0.632217537645	0.649617463227	1.0	0.5	0.0	2.75	3.5	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
HQ630982	4.32922201139	0.632217537645	0.649617463227	1.0	0.5	3.75	0.0	0.0	0.0	0.0	4.5	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Trichosphaeriales; f__Incertae_sedis; g__Nigrospora; s__Nigrospora_sp_TMS_2011
JQ247374	4.32922201139	0.632217537645	0.649617463227	1.0	2.5	0.0	0.5	0.0	0.0	0.25	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
AY301025	4.32922201139	0.632217537645	0.649617463227	1.0	0.0	7.5	0.0	0.0	0.0	5.25	0.5	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Cryptococcus; s__Cryptococcus_victoriae
New.CleanUp.ReferenceOTU790	4.32922201139	0.632217537645	0.649617463227	1.0	1.0	0.25	0.0	4.75	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU939	4.32922201139	0.632217537645	0.649617463227	1.0	0.0	1.25	0.5	1.5	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_intermedia
JN905045	4.32692307692	0.632526685793	0.649617463227	1.0	0.0	0.25	0.5	0.25	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JN905052	4.32692307692	0.632526685793	0.649617463227	1.0	4.5	0.0	0.0	0.0	0.0	0.25	0.25	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU721685	4.32692307692	0.632526685793	0.649617463227	1.0	0.25	0.25	0.5	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium_sp_2_TMS_2011
New.CleanUp.ReferenceOTU196	4.32692307692	0.632526685793	0.649617463227	1.0	0.0	0.25	0.25	0.0	0.0	0.5	0.0	No blast hit
GQ525954	4.32	0.633457824838	0.649617463227	1.0	0.25	0.25	0.25	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Epicoccum; s__Epicoccum_sp_TMS_2011
New.CleanUp.ReferenceOTU637	4.13446014127	0.658485953814	0.673565784818	1.0	6.25	10.75	9.25	7.5	0.5	8.25	0.75	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AJ875349	3.74960169942	0.71051849178	0.724945263187	1.0	5.0	8.75	6.5	0.0	0.0	7.5	1.5	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ525422	3.39992614476	0.757232955235	0.762335222267	1.0	3.0	4.0	0.25	2.5	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__ascomycete_sp_5/97_81
GU721572	3.39992614476	0.757232955235	0.762335222267	1.0	1.5	5.0	0.0	0.0	0.25	0.0	17.25	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AM901903	3.39992614476	0.757232955235	0.762335222267	1.0	1.0	5.0	2.5	11.75	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
New.CleanUp.ReferenceOTU147	3.39992614476	0.757232955235	0.762335222267	1.0	0.25	0.5	0.75	0.0	0.0	17.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
FN562062	3.39745011086	0.757559726202	0.762335222267	1.0	1.5	2.0	0.0	9.0	0.0	1.5	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
New.CleanUp.ReferenceOTU863	3.39	0.758542509718	0.762335222267	1.0	0.0	0.25	0.25	0.25	0.0	0.5	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
New.CleanUp.ReferenceOTU624	2.83538315989	0.829206280005	0.83127412609	1.0	0.75	5.5	10.25	4.25	2.75	9.25	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FJ758739	2.4018404908	0.879287473331	0.879287473331	1.0	2.0	0.75	2.75	0.0	0.0	77.25	0.25	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
