Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	kmer_content	per_base_sequence_quality	sequence_length_distribution	Sequence length	File type	basic_statistics	per_sequence_gc_content	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
5101-1139-MS515F-926R_R2	pass	0.0	fail	250.83418151	Sanger / Illumina 1.9	fail	pass	warn	36-251	Conventional base calls	pass	fail	33012.0	pass	fail	fail	46.0	14.1069913971	5101-1139-MS515F-926R_R2.fastq	warn	pass
5101-1140-MS515F-926R_R1	pass	0.0	fail	250.968356954	Sanger / Illumina 1.9	warn	pass	warn	81-251	Conventional base calls	pass	fail	27589.0	pass	fail	fail	49.0	6.95567073834	5101-1140-MS515F-926R_R1.fastq	pass	pass
5101-1140-MS515F-926R_R2	pass	0.0	fail	250.873826525	Sanger / Illumina 1.9	warn	pass	warn	81-251	Conventional base calls	pass	fail	27589.0	pass	fail	fail	46.0	14.5674000507	5101-1140-MS515F-926R_R2.fastq	warn	pass
5101-1141-MS515F-926R_R1	pass	0.0	fail	250.988761955	Sanger / Illumina 1.9	fail	pass	warn	247-251	Conventional base calls	pass	fail	37640.0	pass	fail	fail	50.0	5.81827842721	5101-1141-MS515F-926R_R1.fastq	warn	pass
5101-1141-MS515F-926R_R2	pass	0.0	fail	250.821360255	Sanger / Illumina 1.9	fail	pass	warn	245-251	Conventional base calls	pass	fail	37640.0	pass	fail	fail	47.0	13.5494155154	5101-1141-MS515F-926R_R2.fastq	warn	pass
5101-1142-MS515F-926R_R1	pass	0.0	fail	250.98540698	Sanger / Illumina 1.9	warn	pass	warn	220-251	Conventional base calls	pass	fail	35702.0	pass	fail	fail	50.0	6.43941515881	5101-1142-MS515F-926R_R1.fastq	warn	pass
5101-1142-MS515F-926R_R2	pass	0.0	fail	250.904907288	Sanger / Illumina 1.9	warn	pass	warn	36-251	Conventional base calls	pass	fail	35702.0	pass	fail	fail	47.0	12.6071368551	5101-1142-MS515F-926R_R2.fastq	warn	pass
5101-1143-MS515F-926R_R1	pass	0.0	fail	250.993660635	Sanger / Illumina 1.9	warn	pass	warn	221-251	Conventional base calls	pass	warn	57419.0	pass	fail	fail	54.0	2.72906180881	5101-1143-MS515F-926R_R1.fastq	warn	pass
5101-1143-MS515F-926R_R2	pass	0.0	fail	250.980651004	Sanger / Illumina 1.9	fail	pass	warn	245-251	Conventional base calls	pass	fail	57419.0	pass	fail	fail	52.0	6.89493024957	5101-1143-MS515F-926R_R2.fastq	warn	pass
5101-1144-MS515F-926R_R1	pass	0.0	fail	250.996218035	Sanger / Illumina 1.9	fail	pass	warn	248-251	Conventional base calls	pass	warn	57642.0	pass	fail	fail	54.0	2.72197356095	5101-1144-MS515F-926R_R1.fastq	warn	pass
5101-1144-MS515F-926R_R2	pass	0.0	fail	250.978782832	Sanger / Illumina 1.9	fail	pass	warn	245-251	Conventional base calls	pass	fail	57642.0	pass	fail	fail	52.0	6.88733909302	5101-1144-MS515F-926R_R2.fastq	warn	pass
5101-1145-MS515F-926R_R1	pass	0.0	fail	250.994249164	Sanger / Illumina 1.9	fail	pass	warn	220-251	Conventional base calls	pass	warn	51123.0	pass	fail	fail	54.0	3.08667331729	5101-1145-MS515F-926R_R1.fastq	warn	pass
5101-1145-MS515F-926R_R2	pass	0.0	fail	250.984234102	Sanger / Illumina 1.9	warn	pass	warn	220-251	Conventional base calls	pass	fail	51123.0	pass	fail	fail	52.0	6.70735285488	5101-1145-MS515F-926R_R2.fastq	warn	pass
5101-1146-MS515F-926R_R1	pass	0.0	fail	250.996215645	Sanger / Illumina 1.9	warn	pass	warn	248-251	Conventional base calls	pass	warn	47300.0	pass	fail	fail	54.0	3.13319238901	5101-1146-MS515F-926R_R1.fastq	warn	pass
5101-1146-MS515F-926R_R2	pass	0.0	fail	250.980549683	Sanger / Illumina 1.9	fail	pass	warn	245-251	Conventional base calls	pass	fail	47300.0	pass	fail	fail	52.0	7.28329809725	5101-1146-MS515F-926R_R2.fastq	warn	pass
5101-1147-MS515F-926R_R1	pass	0.0	fail	250.996675222	Sanger / Illumina 1.9	fail	pass	warn	248-251	Conventional base calls	pass	warn	34288.0	pass	fail	fail	54.0	3.16145590294	5101-1147-MS515F-926R_R1.fastq	warn	pass
5101-1147-MS515F-926R_R2	pass	0.0	fail	250.980138824	Sanger / Illumina 1.9	warn	pass	warn	246-251	Conventional base calls	pass	fail	34288.0	pass	fail	fail	52.0	6.69622025198	5101-1147-MS515F-926R_R2.fastq	warn	pass
5101-1148-MS515F-926R_R1	pass	0.0	fail	250.99531805	Sanger / Illumina 1.9	warn	pass	warn	247-251	Conventional base calls	pass	warn	37164.0	pass	fail	fail	54.0	3.76439565171	5101-1148-MS515F-926R_R1.fastq	warn	pass
5101-1148-MS515F-926R_R2	pass	0.0	fail	250.978662146	Sanger / Illumina 1.9	fail	pass	warn	244-251	Conventional base calls	pass	fail	37164.0	pass	fail	fail	52.0	6.71886772145	5101-1148-MS515F-926R_R2.fastq	warn	pass
5101-1149-MS515F-926R_R1	pass	0.0	fail	250.982864404	Sanger / Illumina 1.9	fail	pass	warn	36-251	Conventional base calls	pass	warn	27545.0	pass	fail	fail	54.0	3.49246687239	5101-1149-MS515F-926R_R1.fastq	warn	pass
5101-1149-MS515F-926R_R2	pass	0.0	fail	250.967616627	Sanger / Illumina 1.9	warn	pass	warn	36-251	Conventional base calls	pass	fail	27545.0	pass	fail	fail	52.0	7.63840987475	5101-1149-MS515F-926R_R2.fastq	warn	pass
5101-1150-MS515F-926R_R1	pass	0.0	fail	250.996152698	Sanger / Illumina 1.9	fail	pass	warn	248-251	Conventional base calls	pass	fail	30151.0	pass	fail	fail	54.0	3.29010646413	5101-1150-MS515F-926R_R1.fastq	warn	pass
5101-1150-MS515F-926R_R2	pass	0.0	fail	250.984643959	Sanger / Illumina 1.9	fail	pass	warn	247-251	Conventional base calls	pass	fail	30151.0	pass	fail	fail	52.0	6.70956187191	5101-1150-MS515F-926R_R2.fastq	warn	pass
5101-1151-MS515F-926R_R1	pass	0.0	fail	250.99480755	Sanger / Illumina 1.9	warn	pass	warn	205-251	Conventional base calls	pass	warn	36399.0	pass	fail	fail	54.0	3.10173356411	5101-1151-MS515F-926R_R1.fastq	warn	pass
5101-1151-MS515F-926R_R2	pass	0.0	fail	250.98016429	Sanger / Illumina 1.9	warn	pass	warn	246-251	Conventional base calls	pass	fail	36399.0	pass	fail	fail	52.0	6.96447704607	5101-1151-MS515F-926R_R2.fastq	fail	pass
5101-1152-MS515F-926R_R1	pass	0.0	fail	250.997039385	Sanger / Illumina 1.9	fail	pass	warn	248-251	Conventional base calls	pass	warn	33439.0	pass	fail	fail	55.0	3.2207900954	5101-1152-MS515F-926R_R1.fastq	warn	pass
5101-1152-MS515F-926R_R2	pass	0.0	fail	250.975836598	Sanger / Illumina 1.9	warn	pass	warn	245-251	Conventional base calls	pass	fail	33439.0	pass	fail	fail	52.0	7.54807260983	5101-1152-MS515F-926R_R2.fastq	warn	pass
5101-1153-MS515F-926R_R1	pass	0.0	fail	250.978001955	Sanger / Illumina 1.9	warn	pass	warn	221-251	Conventional base calls	pass	fail	22502.0	pass	fail	fail	51.0	4.92400675496	5101-1153-MS515F-926R_R1.fastq	warn	pass
5101-1153-MS515F-926R_R2	pass	0.0	fail	250.802773087	Sanger / Illumina 1.9	warn	pass	warn	243-251	Conventional base calls	pass	fail	22502.0	pass	fail	fail	48.0	13.4610256866	5101-1153-MS515F-926R_R2.fastq	warn	pass
5101-1154-MS515F-926R_R1	pass	0.0	fail	250.836046067	Sanger / Illumina 1.9	fail	pass	warn	36-251	Conventional base calls	pass	fail	23531.0	pass	fail	fail	51.0	5.77960987633	5101-1154-MS515F-926R_R1.fastq	warn	pass
5101-1154-MS515F-926R_R2	pass	0.0	fail	250.464621138	Sanger / Illumina 1.9	warn	pass	warn	36-251	Conventional base calls	pass	fail	23531.0	pass	fail	fail	48.0	11.1299987251	5101-1154-MS515F-926R_R2.fastq	warn	pass
5101-1155-MS515F-926R_R1	pass	0.0	fail	250.529524494	Sanger / Illumina 1.9	warn	pass	warn	35-251	Conventional base calls	pass	fail	16698.0	pass	fail	fail	49.0	9.28254880824	5101-1155-MS515F-926R_R1.fastq	pass	pass
5101-1155-MS515F-926R_R2	pass	0.0	fail	249.711462451	Sanger / Illumina 1.9	warn	pass	warn	35-251	Conventional base calls	pass	fail	16698.0	pass	fail	fail	46.0	16.1696011498	5101-1155-MS515F-926R_R2.fastq	warn	pass
5101-1156-MS515F-926R_R1	pass	0.0	fail	250.954534423	Sanger / Illumina 1.9	fail	pass	warn	247-251	Conventional base calls	pass	fail	24722.0	pass	fail	fail	51.0	6.35466386215	5101-1156-MS515F-926R_R1.fastq	warn	pass
5101-1156-MS515F-926R_R2	pass	0.0	fail	250.742172963	Sanger / Illumina 1.9	warn	pass	warn	221-251	Conventional base calls	pass	fail	24722.0	pass	fail	fail	48.0	12.5475285171	5101-1156-MS515F-926R_R2.fastq	warn	pass
5101-1157-MS515F-926R_R1	pass	0.0	fail	250.864732611	Sanger / Illumina 1.9	warn	pass	warn	36-251	Conventional base calls	pass	fail	14305.0	pass	fail	fail	49.0	10.0803914715	5101-1157-MS515F-926R_R1.fastq	warn	pass
5101-1157-MS515F-926R_R2	pass	0.0	fail	250.463544215	Sanger / Illumina 1.9	warn	pass	warn	36-251	Conventional base calls	pass	fail	14305.0	pass	fail	fail	46.0	14.3656064313	5101-1157-MS515F-926R_R2.fastq	warn	pass
5101-1158-MS515F-926R_R1	pass	0.0	fail	250.996152052	Sanger / Illumina 1.9	warn	pass	warn	248-251	Conventional base calls	pass	warn	34304.0	pass	fail	fail	54.0	3.07544309701	5101-1158-MS515F-926R_R1.fastq	warn	pass
5101-1158-MS515F-926R_R2	pass	0.0	fail	250.98280084	Sanger / Illumina 1.9	fail	pass	warn	246-251	Conventional base calls	pass	fail	34304.0	pass	fail	fail	52.0	7.65799906716	5101-1158-MS515F-926R_R2.fastq	warn	pass
5101-1159-MS515F-926R_R1	pass	0.0	fail	250.995642061	Sanger / Illumina 1.9	fail	pass	warn	221-251	Conventional base calls	pass	warn	37403.0	pass	fail	fail	54.0	2.85003876694	5101-1159-MS515F-926R_R1.fastq	warn	pass
5101-1159-MS515F-926R_R2	pass	0.0	fail	250.986231051	Sanger / Illumina 1.9	warn	pass	warn	248-251	Conventional base calls	pass	fail	37403.0	pass	fail	fail	52.0	6.79089912574	5101-1159-MS515F-926R_R2.fastq	warn	pass
5101-1160-MS515F-926R_R1	pass	0.0	fail	250.995658567	Sanger / Illumina 1.9	warn	pass	warn	221-251	Conventional base calls	pass	warn	42843.0	pass	fail	fail	54.0	3.1977219149	5101-1160-MS515F-926R_R1.fastq	warn	pass
5101-1160-MS515F-926R_R2	pass	0.0	fail	250.977662629	Sanger / Illumina 1.9	fail	pass	warn	246-251	Conventional base calls	pass	fail	42843.0	pass	fail	fail	52.0	7.42478351189	5101-1160-MS515F-926R_R2.fastq	warn	pass
5101-1161-MS515F-926R_R1	pass	0.0	fail	250.995850928	Sanger / Illumina 1.9	warn	pass	warn	221-251	Conventional base calls	pass	warn	40732.0	pass	fail	fail	55.0	3.4100952568	5101-1161-MS515F-926R_R1.fastq	warn	pass
5101-1161-MS515F-926R_R2	pass	0.0	fail	250.975915742	Sanger / Illumina 1.9	warn	pass	warn	245-251	Conventional base calls	pass	fail	40732.0	pass	fail	fail	52.0	7.88078169498	5101-1161-MS515F-926R_R2.fastq	warn	pass
5101-1162-MS515F-926R_R1	pass	0.0	fail	250.99635109	Sanger / Illumina 1.9	fail	pass	warn	248-251	Conventional base calls	pass	warn	40286.0	pass	fail	fail	55.0	3.24182097999	5101-1162-MS515F-926R_R1.fastq	warn	pass
5101-1162-MS515F-926R_R2	pass	0.0	fail	250.975996624	Sanger / Illumina 1.9	warn	pass	warn	245-251	Conventional base calls	pass	fail	40286.0	pass	fail	fail	52.0	7.8364692449	5101-1162-MS515F-926R_R2.fastq	warn	pass
5101-447-MS515F-926R_R1	pass	0.0	fail	250.995053381	Sanger / Illumina 1.9	warn	pass	warn	81-251	Conventional base calls	pass	fail	56200.0	pass	fail	fail	54.0	3.7846975089	5101-447-MS515F-926R_R1.fastq	warn	pass
5101-447-MS515F-926R_R2	pass	0.0	fail	250.939786477	Sanger / Illumina 1.9	warn	pass	warn	81-251	Conventional base calls	pass	fail	56200.0	pass	fail	fail	52.0	9.46797153025	5101-447-MS515F-926R_R2.fastq	warn	pass
5101-448-MS515F-926R_R1	pass	0.0	fail	250.995415338	Sanger / Illumina 1.9	warn	pass	warn	220-251	Conventional base calls	pass	fail	55184.0	pass	fail	fail	55.0	3.51188750362	5101-448-MS515F-926R_R1.fastq	warn	pass
5101-448-MS515F-926R_R2	pass	0.0	fail	250.955186286	Sanger / Illumina 1.9	fail	pass	warn	246-251	Conventional base calls	pass	fail	55184.0	pass	fail	fail	53.0	8.82139750652	5101-448-MS515F-926R_R2.fastq	warn	pass
5101-449-MS515F-926R_R1	pass	0.0	fail	250.992386959	Sanger / Illumina 1.9	fail	pass	warn	81-251	Conventional base calls	pass	warn	49783.0	pass	fail	fail	54.0	3.71010184199	5101-449-MS515F-926R_R1.fastq	warn	pass
5101-449-MS515F-926R_R2	pass	0.0	fail	250.957616054	Sanger / Illumina 1.9	warn	pass	warn	81-251	Conventional base calls	pass	fail	49783.0	pass	fail	fail	52.0	8.55914669666	5101-449-MS515F-926R_R2.fastq	warn	pass
5101-450-MS515F-926R_R1	pass	0.0	fail	250.997137623	Sanger / Illumina 1.9	warn	pass	warn	248-251	Conventional base calls	pass	fail	43670.0	pass	fail	fail	55.0	3.96610945729	5101-450-MS515F-926R_R1.fastq	warn	pass
5101-450-MS515F-926R_R2	pass	0.0	fail	250.964002748	Sanger / Illumina 1.9	warn	pass	warn	247-251	Conventional base calls	pass	fail	43670.0	pass	fail	fail	52.0	9.26265170598	5101-450-MS515F-926R_R2.fastq	warn	pass
5101-451-MS515F-926R_R1	pass	0.0	fail	250.990088066	Sanger / Illumina 1.9	fail	pass	warn	36-251	Conventional base calls	pass	fail	56094.0	pass	fail	fail	55.0	3.6527970906	5101-451-MS515F-926R_R1.fastq	warn	pass
5101-451-MS515F-926R_R2	pass	0.0	fail	250.941811958	Sanger / Illumina 1.9	fail	pass	warn	36-251	Conventional base calls	pass	fail	56094.0	pass	fail	fail	52.0	8.63193924484	5101-451-MS515F-926R_R2.fastq	warn	pass
5101-452-MS515F-926R_R1	pass	0.0	fail	250.995806185	Sanger / Illumina 1.9	warn	pass	warn	221-251	Conventional base calls	pass	warn	68911.0	pass	fail	fail	54.0	2.47855930113	5101-452-MS515F-926R_R1.fastq	warn	pass
5101-452-MS515F-926R_R2	pass	0.0	fail	250.984791978	Sanger / Illumina 1.9	fail	pass	warn	245-251	Conventional base calls	pass	fail	68911.0	pass	fail	fail	52.0	6.67237451205	5101-452-MS515F-926R_R2.fastq	warn	pass
5101-453-MS515F-926R_R1	pass	0.0	fail	250.99570502	Sanger / Illumina 1.9	warn	pass	warn	220-251	Conventional base calls	pass	fail	57509.0	pass	fail	fail	54.0	2.46048444591	5101-453-MS515F-926R_R1.fastq	warn	pass
5101-453-MS515F-926R_R2	pass	0.0	fail	250.984385053	Sanger / Illumina 1.9	fail	pass	warn	244-251	Conventional base calls	pass	fail	57509.0	pass	fail	fail	52.0	6.31379436262	5101-453-MS515F-926R_R2.fastq	warn	pass
5101-454-MS515F-926R_R1	pass	0.0	fail	250.992530239	Sanger / Illumina 1.9	fail	pass	warn	36-251	Conventional base calls	pass	warn	61180.0	pass	fail	fail	54.0	2.71820856489	5101-454-MS515F-926R_R1.fastq	warn	pass
5101-454-MS515F-926R_R2	pass	0.0	fail	250.981627983	Sanger / Illumina 1.9	fail	pass	warn	36-251	Conventional base calls	pass	fail	61180.0	pass	fail	fail	52.0	6.19646943446	5101-454-MS515F-926R_R2.fastq	warn	pass
5101-455-MS515F-926R_R1	pass	0.0	fail	250.995516542	Sanger / Illumina 1.9	warn	pass	warn	221-251	Conventional base calls	pass	warn	63567.0	pass	fail	fail	54.0	2.32982522378	5101-455-MS515F-926R_R1.fastq	warn	pass
5101-455-MS515F-926R_R2	pass	0.0	fail	250.985133796	Sanger / Illumina 1.9	fail	pass	warn	246-251	Conventional base calls	pass	fail	63567.0	pass	fail	fail	52.0	6.16514858338	5101-455-MS515F-926R_R2.fastq	warn	pass
5101-456-MS515F-926R_R1	pass	0.0	fail	250.995577595	Sanger / Illumina 1.9	warn	pass	warn	220-251	Conventional base calls	pass	warn	61505.0	pass	fail	fail	54.0	2.35102837168	5101-456-MS515F-926R_R1.fastq	warn	pass
5101-456-MS515F-926R_R2	pass	0.0	fail	250.983204618	Sanger / Illumina 1.9	warn	pass	warn	244-251	Conventional base calls	pass	fail	61505.0	pass	fail	fail	52.0	6.25477603447	5101-456-MS515F-926R_R2.fastq	warn	pass
5101-457-MS515F-926R_R1	pass	0.0	fail	250.994457947	Sanger / Illumina 1.9	fail	pass	warn	220-251	Conventional base calls	pass	warn	54312.0	pass	fail	fail	54.0	2.69185447047	5101-457-MS515F-926R_R1.fastq	warn	pass
5101-457-MS515F-926R_R2	pass	0.0	fail	250.980648844	Sanger / Illumina 1.9	warn	pass	warn	220-251	Conventional base calls	pass	fail	54312.0	pass	fail	fail	52.0	6.4497716895	5101-457-MS515F-926R_R2.fastq	warn	pass
5101-458-MS515F-926R_R1	pass	0.0	fail	250.996020854	Sanger / Illumina 1.9	fail	pass	warn	221-251	Conventional base calls	pass	fail	54283.0	pass	fail	fail	54.0	2.59197170385	5101-458-MS515F-926R_R1.fastq	warn	pass
5101-458-MS515F-926R_R2	pass	0.0	fail	250.984672918	Sanger / Illumina 1.9	warn	pass	warn	245-251	Conventional base calls	pass	fail	54283.0	pass	fail	fail	52.0	6.54164287162	5101-458-MS515F-926R_R2.fastq	warn	pass
5101-459-MS515F-926R_R1	pass	0.0	fail	250.996192939	Sanger / Illumina 1.9	fail	pass	warn	247-251	Conventional base calls	pass	fail	55686.0	pass	fail	fail	54.0	2.42789929246	5101-459-MS515F-926R_R1.fastq	warn	pass
5101-459-MS515F-926R_R2	pass	0.0	fail	250.986352045	Sanger / Illumina 1.9	fail	pass	warn	246-251	Conventional base calls	pass	fail	55686.0	pass	fail	fail	52.0	6.37143985921	5101-459-MS515F-926R_R2.fastq	warn	pass
5101-460-MS515F-926R_R1	pass	0.0	fail	250.99513633	Sanger / Illumina 1.9	fail	pass	warn	220-251	Conventional base calls	pass	fail	67850.0	pass	fail	fail	54.0	2.45983787767	5101-460-MS515F-926R_R1.fastq	warn	pass
5101-460-MS515F-926R_R2	pass	0.0	fail	250.98321297	Sanger / Illumina 1.9	warn	pass	warn	220-251	Conventional base calls	pass	fail	67850.0	pass	fail	fail	52.0	6.30950626382	5101-460-MS515F-926R_R2.fastq	warn	pass
5101-461-MS515F-926R_R1	pass	0.0	fail	250.995339358	Sanger / Illumina 1.9	fail	pass	warn	221-251	Conventional base calls	pass	warn	59863.0	pass	fail	fail	54.0	2.48400514508	5101-461-MS515F-926R_R1.fastq	warn	pass
5101-461-MS515F-926R_R2	pass	0.0	fail	250.983762925	Sanger / Illumina 1.9	fail	pass	warn	246-251	Conventional base calls	pass	fail	59863.0	pass	fail	fail	52.0	6.39961244842	5101-461-MS515F-926R_R2.fastq	warn	pass
5101-757-MS515F-926R_R1	pass	0.0	fail	250.995383876	Sanger / Illumina 1.9	warn	pass	warn	247-251	Conventional base calls	pass	warn	58274.0	pass	fail	fail	54.0	3.6671585956	5101-757-MS515F-926R_R1.fastq	warn	pass
5101-757-MS515F-926R_R2	pass	0.0	fail	250.970673027	Sanger / Illumina 1.9	fail	pass	warn	245-251	Conventional base calls	pass	fail	58274.0	pass	fail	fail	52.0	8.81696811614	5101-757-MS515F-926R_R2.fastq	warn	pass
5101-758-MS515F-926R_R1	pass	0.0	fail	250.994582043	Sanger / Illumina 1.9	fail	pass	warn	221-251	Conventional base calls	pass	fail	52972.0	pass	fail	fail	54.0	3.63588310806	5101-758-MS515F-926R_R1.fastq	warn	pass
5101-758-MS515F-926R_R2	pass	0.0	fail	250.97045609	Sanger / Illumina 1.9	fail	pass	warn	245-251	Conventional base calls	pass	fail	52972.0	pass	fail	fail	52.0	9.48803141282	5101-758-MS515F-926R_R2.fastq	warn	pass
5101-759-MS515F-926R_R1	pass	0.0	fail	250.993610061	Sanger / Illumina 1.9	fail	pass	warn	80-251	Conventional base calls	pass	fail	58999.0	pass	fail	fail	54.0	3.80006440787	5101-759-MS515F-926R_R1.fastq	warn	pass
5101-759-MS515F-926R_R2	pass	0.0	fail	250.962270547	Sanger / Illumina 1.9	warn	pass	warn	80-251	Conventional base calls	pass	fail	58999.0	pass	fail	fail	52.0	9.6306717063	5101-759-MS515F-926R_R2.fastq	warn	pass
5101-760-MS515F-926R_R1	pass	0.0	fail	250.993384821	Sanger / Illumina 1.9	warn	pass	warn	220-251	Conventional base calls	pass	fail	60467.0	pass	fail	fail	54.0	4.03360510692	5101-760-MS515F-926R_R1.fastq	warn	pass
5101-760-MS515F-926R_R2	pass	0.0	fail	250.952817239	Sanger / Illumina 1.9	fail	pass	warn	220-251	Conventional base calls	pass	fail	60467.0	pass	fail	fail	52.0	9.41174524947	5101-760-MS515F-926R_R2.fastq	warn	pass
5101-761-MS515F-926R_R1	pass	0.0	fail	250.99464118	Sanger / Illumina 1.9	fail	pass	warn	221-251	Conventional base calls	pass	fail	54303.0	pass	fail	fail	55.0	4.01266964993	5101-761-MS515F-926R_R1.fastq	warn	pass
5101-761-MS515F-926R_R2	pass	0.0	fail	250.946798519	Sanger / Illumina 1.9	fail	pass	warn	245-251	Conventional base calls	pass	fail	54303.0	pass	fail	fail	53.0	9.75084249489	5101-761-MS515F-926R_R2.fastq	warn	pass
5101-762-MS515F-926R_R1	pass	0.0	fail	250.996845099	Sanger / Illumina 1.9	fail	pass	warn	248-251	Conventional base calls	pass	warn	67514.0	pass	fail	fail	54.0	2.35654827147	5101-762-MS515F-926R_R1.fastq	warn	pass
5101-762-MS515F-926R_R2	pass	0.0	fail	250.984418047	Sanger / Illumina 1.9	fail	pass	warn	245-251	Conventional base calls	pass	fail	67514.0	pass	fail	fail	52.0	6.24463074325	5101-762-MS515F-926R_R2.fastq	warn	pass
5101-763-MS515F-926R_R1	pass	0.0	fail	250.989654538	Sanger / Illumina 1.9	warn	pass	warn	42-251	Conventional base calls	pass	warn	65246.0	pass	fail	fail	54.0	2.19630322165	5101-763-MS515F-926R_R1.fastq	warn	pass
5101-763-MS515F-926R_R2	pass	0.0	fail	250.984336205	Sanger / Illumina 1.9	fail	pass	warn	42-251	Conventional base calls	pass	fail	65246.0	pass	fail	fail	52.0	5.7612727217	5101-763-MS515F-926R_R2.fastq	warn	pass
5101-764-MS515F-926R_R1	pass	0.0	fail	250.995112585	Sanger / Illumina 1.9	fail	pass	warn	220-251	Conventional base calls	pass	warn	57290.0	pass	fail	fail	54.0	2.81375458195	5101-764-MS515F-926R_R1.fastq	warn	pass
5101-764-MS515F-926R_R2	pass	0.0	fail	250.978425554	Sanger / Illumina 1.9	warn	pass	warn	245-251	Conventional base calls	pass	fail	57290.0	pass	fail	fail	52.0	6.78827020422	5101-764-MS515F-926R_R2.fastq	warn	pass
5101-765-MS515F-926R_R1	pass	0.0	fail	250.995772273	Sanger / Illumina 1.9	fail	pass	warn	221-251	Conventional base calls	pass	warn	42103.0	pass	fail	fail	54.0	2.88102985535	5101-765-MS515F-926R_R1.fastq	warn	pass
5101-765-MS515F-926R_R2	pass	0.0	fail	250.977056267	Sanger / Illumina 1.9	fail	pass	warn	221-251	Conventional base calls	pass	fail	42103.0	pass	fail	fail	52.0	7.77854309669	5101-765-MS515F-926R_R2.fastq	warn	pass
5101-766-MS515F-926R_R1	pass	0.0	fail	249.996014493	Sanger / Illumina 1.9	warn	pass	warn	196-251	Conventional base calls	pass	warn	38640.0	pass	fail	fail	54.0	2.91925465839	5101-766-MS515F-926R_R1.fastq	warn	pass
5101-766-MS515F-926R_R2	pass	0.0	fail	249.989389234	Sanger / Illumina 1.9	warn	pass	warn	196-251	Conventional base calls	pass	fail	38640.0	pass	fail	fail	52.0	7.25672877847	5101-766-MS515F-926R_R2.fastq	fail	pass
