OTU	Test-Statistic	P	FDR_P	Bonferroni_P	C_mean	C-LATE_mean	C-NO_mean	LB500-EARLY_mean	C-EARLY_mean	LB500-NO_mean	taxonomy
New.ReferenceOTU3	15.5701298701	0.00818480119897	0.136501361931	1.0	30.75	0.0	0.0	0.0	1.25	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__Ceratobasidium; s__Ceratobasidium_sp_AG_Ba
HQ631036	15.2012353706	0.00953622285465	0.148366755277	1.0	4.5	0.0	0.75	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gibberella; s__Gibberella_sp_UFMGCB_536
DQ279837	15.0013221154	0.0103566902159	0.148366755277	1.0	75.0	0.0	0.0	2.0	0.5	11.3333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU174360	14.9881634212	0.0104130336866	0.148366755277	1.0	3.0	0.0	0.0	36.0	0.0	2.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unculturedDothideomycetes
JQ666400	14.9195783133	0.0107115515353	0.148366755277	1.0	195.25	0.0	149.5	0.0	20.75	30.6666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
DQ421212	14.8051948052	0.0112279618569	0.148366755277	1.0	111.0	0.0	11.75	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
New.ReferenceOTU11	14.5666666667	0.0123836139239	0.148366755277	1.0	110.75	30.0	607.0	4817.0	246.5	928.333333333	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_quercitrusa
JF300397	14.171641791	0.0145551106158	0.148366755277	1.0	736.5	0.0	190.25	0.0	22.25	752.666666667	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
GU797142	14.0896103896	0.0150501076012	0.148366755277	1.0	25.0	4.75	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium_sp_SS_R3
GQ514861	14.0896103896	0.0150501076012	0.148366755277	1.0	11.75	5.25	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FN548157	14.033810143	0.0153960699595	0.148366755277	1.0	20.75	0.0	0.0	0.0	0.0	11.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_MU_2009_4
AM901893	14.0155844156	0.0155107242972	0.148366755277	1.0	23.25	0.0	0.0	0.0	0.0	32.3333333333	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
JQ666393	14.0155844156	0.0155107242972	0.148366755277	1.0	254.25	0.0	0.0	0.0	0.0	143.666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
HQ631046	13.89355939	0.0162998662689	0.148366755277	1.0	42.75	3.0	95.5	0.0	0.0	173.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Bullera; s__Bullera_sp_TMS_2011
EU288196	13.7412841736	0.0173390791853	0.148366755277	1.0	1367.25	117.75	4141.25	1048.0	1462.0	4366.66666667	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_tropicalis
New.CleanUp.ReferenceOTU1666	13.5874430339	0.0184537030332	0.148366755277	1.0	2.25	0.0	0.5	6.0	0.0	1.33333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FJ210471	13.5332882477	0.0188622522524	0.148366755277	1.0	126.5	0.75	12.75	0.0	0.0	3.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_sp_JJP_2009a
FJ466715	13.4233766234	0.0197183733633	0.148366755277	1.0	77.0	0.0	34.5	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gibberella; s__Gibberella_sp_UFMGCB_536
New.ReferenceOTU17	13.4233766234	0.0197183733633	0.148366755277	1.0	45.0	0.0	27.75	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ526462	13.4117647059	0.0198109743228	0.148366755277	1.0	1.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU799	13.4117647059	0.0198109743228	0.148366755277	1.0	1.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_sp_JJP_2009a
New.CleanUp.ReferenceOTU109	13.3333333333	0.0204474819458	0.148366755277	1.0	1.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU157	13.3333333333	0.0204474819458	0.148366755277	1.0	1.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_sp_JJP_2009a
New.CleanUp.ReferenceOTU222	13.3333333333	0.0204474819458	0.148366755277	1.0	4.25	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal_sp_GMG_PPb1
HQ599584	13.3073929961	0.0206622947388	0.148366755277	1.0	2.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Incertae_sedis; g__Strelitziana; s__Strelitziana_albiziae
GQ525954	13.3073929961	0.0206622947388	0.148366755277	1.0	7.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Epicoccum; s__Epicoccum_sp_TMS_2011
GQ525422	13.3073929961	0.0206622947388	0.148366755277	1.0	25.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__ascomycete_sp_5/97_81
JQ666474	13.3073929961	0.0206622947388	0.148366755277	1.0	2.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
GU078631	13.3073929961	0.0206622947388	0.148366755277	1.0	22.75	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ516044	13.3073929961	0.0206622947388	0.148366755277	1.0	9.75	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JN906165	13.3073929961	0.0206622947388	0.148366755277	1.0	8.75	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FJ762813	13.3073929961	0.0206622947388	0.148366755277	1.0	10.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Lophiostomataceae; g__Lophiostoma; s__Lophiostoma_sp_CBS_123543
FN397284	13.3073929961	0.0206622947388	0.148366755277	1.0	4.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU174335	13.3073929961	0.0206622947388	0.148366755277	1.0	2.75	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Dothioraceae; g__Aureobasidium; s__Aureobasidium_leucospermi
New.ReferenceOTU12	13.3073929961	0.0206622947388	0.148366755277	1.0	17.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU499	13.3073929961	0.0206622947388	0.148366755277	1.0	2.25	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU545	13.3073929961	0.0206622947388	0.148366755277	1.0	2.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedDikarya
New.CleanUp.ReferenceOTU615	13.3073929961	0.0206622947388	0.148366755277	1.0	4.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU749	13.3073929961	0.0206622947388	0.148366755277	1.0	8.25	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU964	13.3073929961	0.0206622947388	0.148366755277	1.0	10.25	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU1565	13.3073929961	0.0206622947388	0.148366755277	1.0	5.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__Exophiala_salmonis
New.CleanUp.ReferenceOTU1809	13.3073929961	0.0206622947388	0.148366755277	1.0	9.75	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__unidentified; s__unculturedTrichoderma
GU721776	12.9589047619	0.0237669335179	0.165765479123	1.0	28.5	0.0	0.0	0.0	2.75	12.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ515349	12.9589047619	0.0237669335179	0.165765479123	1.0	224.5	0.0	0.0	0.0	28.0	90.6666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HM037642	12.9022038567	0.0243126642123	0.165765479123	1.0	237.25	0.0	165.5	1055.0	42.25	17.3333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
GU721692	12.8965386285	0.0243678460606	0.165765479123	1.0	2.25	0.0	0.0	8.0	0.0	0.333333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HQ630976	12.783557047	0.025493739463	0.17117225068	1.0	388.75	3.25	1.25	0.0	0.25	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU721777	12.7156357388	0.0261944058145	0.171424149444	1.0	6.25	0.0	0.0	0.0	0.75	3.66666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
EU489956	12.7156357388	0.0261944058145	0.171424149444	1.0	4.5	0.0	0.0	0.0	0.25	3.33333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU27	12.5836347197	0.027609197904	0.178424441455	1.0	0.0	3523.75	0.5	1.0	1057.5	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Incertae_sedis; f__Monascaceae; g__Monascus; s__Monascus_purpureus
AJ557830	12.4967811159	0.0285796646511	0.182415884255	1.0	2531.0	3.75	187.0	0.0	0.25	49.6666666667	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_sp_JJP_2009a
New.ReferenceOTU16	12.4141522989	0.0295331339841	0.186202808168	1.0	12.0	0.0	1.75	48.0	1.0	1.33333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
JN905772	12.325741891	0.0305869456169	0.190523504625	1.0	112.0	0.0	33.25	495.0	0.0	49.3333333333	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unculturedDothideomycetes
New.CleanUp.ReferenceOTU267	12.1793478261	0.0324112480317	0.199483514671	1.0	0.0	8.0	1.5	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_kudriavzevii
New.ReferenceOTU26	11.875	0.0365412990261	0.222257077606	1.0	0.0	0.0	0.25	586.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__unculturedfungus
GU721432	11.802900511	0.0375906179604	0.225980807971	1.0	66.75	0.0	35.25	295.0	0.0	43.6666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FM866348	11.5274891775	0.0418683928452	0.248804127597	1.0	8.0	0.0	0.0	0.0	0.0	35.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__unculturedCryptococcus
AM901803	11.2331410256	0.0469484883973	0.275822369334	1.0	6.75	0.0	0.0	0.0	0.0	0.666666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU589	11.0833333333	0.0497525352666	0.282660008053	1.0	0.0	0.25	0.0	1.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Nakaseomyces; s__Candida_glabrata
New.CleanUp.ReferenceOTU1013	11.0833333333	0.0497525352666	0.282660008053	1.0	0.25	0.0	0.0	1.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU1532	11.0833333333	0.0497525352666	0.282660008053	1.0	0.0	0.0	0.25	1.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
GU721778	10.8979198767	0.0534419202465	0.295833670022	1.0	2.5	0.0	0.0	0.0	0.25	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU1905	10.8979198767	0.0534419202465	0.295833670022	1.0	0.0	3.25	0.25	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_kudriavzevii
HQ631052	10.8811538462	0.0537879400041	0.295833670022	1.0	140.0	10.75	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_5_TMS_2011
FM177659	10.5952072539	0.0600235123198	0.324419104734	1.0	0.0	130.5	0.0	14.0	1.0	0.333333333333	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__Saccharomyces_cerevisiae
New.CleanUp.ReferenceOTU773	10.5685670262	0.0606377625262	0.324419104734	1.0	3.5	0.0	0.25	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
GQ526984	10.5345890411	0.061429751055	0.324419104734	1.0	1.75	0.0	2.75	0.0	0.25	0.666666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU29	10.5127627628	0.0619435976643	0.324419104734	1.0	174.25	1.5	29.25	0.0	9.5	210.333333333	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_sp_CBS_10854
GQ516443	10.5051904762	0.0621228072895	0.324419104734	1.0	67.25	0.0	22.0	0.0	0.0	164.333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FM177662	10.4170437406	0.0642449538598	0.332146411455	1.0	23.5	3811.5	422.5	124.0	40.75	126.666666667	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_kudriavzevii
AF294700	10.3887695312	0.0649398989456	0.332235108823	1.0	2.75	0.5	4.25	87.0	0.75	6.33333333333	k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Pseudozyma; s__Pseudozyma_prolifica
GQ512074	10.3642857143	0.0655473522243	0.332235108823	1.0	106.75	135.25	636.0	668.0	106.0	466.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FN430618	10.2960526316	0.0672683750919	0.3376480575	1.0	0.0	0.0	0.5	1.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
GU733329	10.1415584416	0.0713221853279	0.353862090342	1.0	0.0	4.5	0.0	0.0	2.25	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Incertae_sedis; f__Monascaceae; g__Monascus; s__Monascus_purpureus
AM901917	10.1214024071	0.0718675425259	0.353862090342	1.0	136.75	0.0	122.75	468.0	65.5	125.333333333	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
GQ866206	9.88296488947	0.0786201214092	0.371871224557	1.0	4.0	0.0	31.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium_sp_14018
New.ReferenceOTU14	9.88046713251	0.07869387789	0.371871224557	1.0	3.75	0.5	7.0	135.0	1.25	8.66666666667	k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Pseudozyma; s__Pseudozyma_prolifica
GU721592	9.78665896251	0.0815108432394	0.371871224557	1.0	1.5	0.0	0.0	0.0	0.0	8.33333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HM488368	9.7716025641	0.0819715763814	0.371871224557	1.0	4.75	0.0	0.0	0.0	0.0	40.6666666667	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Rhodotorula; s__Rhodotorula_sp_RhSoW01
AF191550	9.7716025641	0.0819715763814	0.371871224557	1.0	3.75	0.0	0.0	0.0	0.0	26.3333333333	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Ophiosphaerella; s__Ophiosphaerella_agrostis
New.ReferenceOTU9	9.7716025641	0.0819715763814	0.371871224557	1.0	21.5	0.0	0.0	0.0	0.0	91.3333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU25	9.71289586688	0.0837911484258	0.371871224557	1.0	0.0	1078.75	150.5	0.0	3464.5	5.33333333333	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_humilis
New.ReferenceOTU28	9.65346153846	0.0856712622461	0.371871224557	1.0	0.0	757.5	0.0	0.0	6.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedyeast
