OTU	Test-Statistic	P	FDR_P	Bonferroni_P	C_mean	C-LATE_mean	C-NO_mean	LB500-LATE_mean	LB500-EARLY_mean	C-EARLY_mean	LB500-NO_mean	taxonomy
891031	15.1936363636	0.0188029606101	0.0954377726701	1.0	403.75	2.0	2.75	2.25	1.75	7.25	18.25	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__multivorum
250096	15.1875	0.0188474595084	0.0954377726701	1.0	0.75	0.0	0.0	0.0	0.0	0.25	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
New.CleanUp.ReferenceOTU565	15.1875	0.0188474595084	0.0954377726701	1.0	0.75	0.0	0.0	0.0	0.0	0.0	0.25	Unassigned
New.CleanUp.ReferenceOTU7496	15.1875	0.0188474595084	0.0954377726701	1.0	0.75	0.0	0.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae
New.CleanUp.ReferenceOTU9371	15.1875	0.0188474595084	0.0954377726701	1.0	1.5	0.0	0.0	0.0	0.0	0.0	0.5	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Beutenbergiaceae; g__Salana; s__multivorans
New.CleanUp.ReferenceOTU9440	15.1875	0.0188474595084	0.0954377726701	1.0	0.0	0.0	0.75	0.25	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
New.CleanUp.ReferenceOTU7110	15.1719936077	0.0189603559507	0.095856807509	1.0	12.75	0.25	0.25	0.25	0.5	0.0	0.25	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
New.CleanUp.ReferenceOTU3318	15.1503880983	0.0191187363611	0.0965040978225	1.0	0.0	0.0	0.0	1.5	0.5	0.25	3.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU7456	15.1273062731	0.0192893359968	0.097210916751	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
837283	15.1079842932	0.0194332641776	0.0977812976022	1.0	8.75	0.5	0.75	0.25	0.0	0.0	1.25	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Serratia; s__marcescens
New.CleanUp.ReferenceOTU779	15.0854995302	0.0196020438323	0.0984747225698	1.0	0.25	0.25	1.0	1.0	0.75	0.25	3.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU3879	15.0390879479	0.0199548677378	0.100089084237	1.0	0.0	0.75	1.0	1.75	2.25	0.0	6.75	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__
New.CleanUp.ReferenceOTU3723	15.0093316744	0.0201842596733	0.101080229545	1.0	0.0	0.25	0.0	1.0	0.75	0.5	2.75	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
New.CleanUp.ReferenceOTU10673	14.9660517307	0.0205224059093	0.102612029546	1.0	0.0	0.0	0.0	0.5	1.0	2.5	3.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU11446	14.7679558011	0.0221403445289	0.110527936581	1.0	0.0	0.0	0.0	0.0	1.25	2.25	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU1669	14.6206338939	0.023421694113	0.116564138797	1.0	0.0	3.25	2.5	1.0	0.0	0.0	0.25	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
813217	14.6205107741	0.023422793928	0.116564138797	1.0	11.5	0.0	0.5	0.25	0.0	0.5	0.75	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Klebsiella; s__
New.CleanUp.ReferenceOTU11677	14.5584319527	0.0239836451478	0.119168736828	1.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__
New.CleanUp.ReferenceOTU10240	14.5354976811	0.0241940606012	0.120026696898	1.0	0.0	4.25	3.25	0.5	0.5	0.25	0.5	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
537062	14.4672544081	0.0248306138564	0.122992760223	1.0	307.75	1.5	1.75	1.5	2.0	4.75	8.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
New.CleanUp.ReferenceOTU10490	14.3816233547	0.0256519068232	0.126863240588	1.0	25.75	0.0	1.5	0.25	0.25	2.25	4.75	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__Ochrobactrum; s__
268061	14.3731798171	0.0257342736498	0.127072966159	1.0	28.0	0.5	0.75	0.0	0.75	0.25	0.75	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__multivorum
610753	14.325	0.0262090987286	0.12901692563	1.0	0.75	0.0	0.0	0.0	0.0	0.0	0.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae; g__Mesorhizobium; s__
1090029	14.325	0.0262090987286	0.12901692563	1.0	0.75	0.0	0.0	0.0	0.0	0.75	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Promicromonosporaceae
548468	14.2932372506	0.026526669435	0.12969832324	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis
593555	14.2932372506	0.026526669435	0.12969832324	1.0	3.25	0.0	0.0	0.0	0.0	0.0	5.5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Gluconobacter; s__
509047	14.2932372506	0.026526669435	0.12969832324	1.0	1.0	0.0	0.0	0.0	0.0	19.25	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__diminuta
354042	14.2932372506	0.026526669435	0.12969832324	1.0	1.25	0.0	0.0	0.0	0.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
797229	14.2826809453	0.0266330204641	0.12969832324	1.0	1.75	0.0	0.0	0.0	0.0	15.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Trabulsiella
821644	14.2826809453	0.0266330204641	0.12969832324	1.0	1.5	0.0	0.0	0.0	0.0	8.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Leucobacter; s__
1045797	14.2826809453	0.0266330204641	0.12969832324	1.0	5.0	0.0	0.0	0.0	0.0	5.5	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium; s__
