	L1S140	L1S208	L1S8	L1S281	L3S242	L2S309	L2S357	L4S112	L2S155	L2S382	L4S63	L2S222	L3S341	L3S360	L2S204	L4S137	L3S294	L2S175	L5S203	L6S93	L6S20	L6S68	L1S257	L3S378	L1S105	L5S174	L5S155	L5S222	L5S104	L1S57	L1S76	L5S240	L3S313	L2S240
L4S63	0.945032567325	0.932636175943	0.886368456014	0.887421867145	0.88891	0.211841768402	0.246807827648	0.264550628366	0.318454219031	0.495785206463	0.0	0.450899667864	0.414653222621	0.435854335727	0.459736409336	0.450957226212	0.353075897666	0.353183859964	0.523884416517	0.744289614004	0.589174982047	0.561284003591	0.924924658887	0.943476858169	0.899231588869	0.746006606822	0.591033087971	0.612282890485	0.475707190305	0.885721166966	0.913004165171	0.575239614004	0.306838177738	0.577988402154
L2S222	0.891287603232	0.861568895871	0.834669183124	0.828119290844	0.838565466786	0.440781508079	0.470529901257	0.457008213645	0.461520834829	0.528604533214	0.450899667864	0.0	0.260504236984	0.151789245961	0.296309003591	0.394832746858	0.467144398564	0.5629255386	0.541593527828	0.628463321364	0.507394793537	0.436997172352	0.830431849192	0.889391983842	0.839786373429	0.819628770197	0.567726543986	0.623673994614	0.554140825853	0.828620583483	0.854963599641	0.42426951526	0.589406535009	0.396724389587
L3S341	0.849884048474	0.819282684022	0.800905412926	0.784441965889	0.800649129264	0.362436301616	0.360686005386	0.344933312388	0.410563007181	0.480806777379	0.414653222621	0.260504236984	0.0	0.245690412926	0.198977154399	0.34267551167	0.450282962298	0.476515197487	0.517317513465	0.637656283662	0.504597432675	0.417469614004	0.797345116697	0.847471552962	0.798450718133	0.792816615799	0.535129093357	0.612424084381	0.559630035907	0.790043904847	0.814758052065	0.402920915619	0.49635529623	0.384946059246
L3S360	0.891062845601	0.860881373429	0.833878662478	0.827853150808	0.84110056553	0.425703141831	0.436927675045	0.424825574506	0.425619219031	0.536727118492	0.435854335727	0.151789245961	0.245690412926	0.0	0.247637746858	0.411528850987	0.426632621185	0.552582845601	0.557768447038	0.664216983842	0.514250251346	0.446012666068	0.83779464991	0.888275771993	0.84124470377	0.827873599641	0.570232737882	0.639791499102	0.518132746858	0.833638967684	0.855772468582	0.434512495512	0.566432118492	0.416776059246
L2S204	0.841204829443	0.817133500898	0.792369371634	0.791116570916	0.79252513465	0.433166759425	0.436573087971	0.429594847397	0.439966750449	0.55006464991	0.459736409336	0.296309003591	0.198977154399	0.247637746858	0.0	0.450199470377	0.458720152603	0.560393213645	0.58158459605	0.692682827648	0.479983114901	0.465331956912	0.798378429084	0.841463895871	0.805656903052	0.848061077199	0.572700574506	0.662532495512	0.623608500898	0.798212226212	0.815236337522	0.446766274686	0.566901570916	0.437420933573
L4S137	0.933794802513	0.905241768402	0.883599362657	0.864916795332	0.884277298025	0.358231615799	0.348176633752	0.344852845601	0.448606561939	0.341069165171	0.450957226212	0.394832746858	0.34267551167	0.411528850987	0.450199470377	0.0	0.523293949731	0.365266472172	0.354703384201	0.534371238779	0.47582486535	0.356344928187	0.880481579892	0.932103509874	0.887533141831	0.704157621185	0.414738177738	0.506155771993	0.460382675045	0.870795359066	0.899982881508	0.36215551167	0.431748366248	0.340484192101
L3S294	0.958398967684	0.948564605027	0.901603868941	0.903119793537	0.906247351885	0.416719766607	0.346637531418	0.383609201077	0.155970637343	0.632131624776	0.353075897666	0.467144398564	0.450282962298	0.426632621185	0.458720152603	0.523293949731	0.0	0.352584048474	0.587784443447	0.784298258528	0.614730951526	0.605836149013	0.940055834829	0.959084425494	0.907136517056	0.808907351885	0.602843653501	0.639033581688	0.510003482944	0.90161018851	0.917051696589	0.615452836625	0.311262315978	0.61897954219
L2S175	0.96948508079	0.954074631957	0.92302438061	0.910370861759	0.923937558348	0.285239524237	0.249962226212	0.261067360862	0.317324955117	0.478359084381	0.353183859964	0.5629255386	0.476515197487	0.552582845601	0.560393213645	0.365266472172	0.352584048474	0.0	0.454246876122	0.728178339318	0.587882378815	0.53665513465	0.947301175943	0.968194201077	0.925108159785	0.707406570916	0.499861346499	0.60789	0.477955789946	0.913993034111	0.939191651706	0.553522881508	0.138283150808	0.553754093357
L5S203	0.974149658887	0.962979766607	0.926701328546	0.919116104129	0.920456247756	0.498580224417	0.442137935368	0.442123159785	0.511417414722	0.381624955117	0.523884416517	0.541593527828	0.517317513465	0.557768447038	0.58158459605	0.354703384201	0.587784443447	0.454246876122	0.0	0.416571319569	0.294757621185	0.219031166966	0.956220224417	0.97234529623	0.927388321364	0.504830035907	0.127252585278	0.237642836625	0.268082594255	0.915891238779	0.941711149013	0.224579075404	0.5075355386	0.245566822262
L6S93	1.03309991921	1.00623166068	0.986503438061	0.967721193896	0.980784479354	0.714788527828	0.703972360862	0.697939308797	0.714732217235	0.458951175943	0.744289614004	0.628463321364	0.637656283662	0.664216983842	0.692682827648	0.534371238779	0.784298258528	0.728178339318	0.416571319569	0.0	0.515397342908	0.424790763016	0.98437572711	1.03042537702	0.989120664273	0.357611624776	0.506718070018	0.291598824057	0.552722262118	0.961781463196	0.998299991023	0.413463967684	0.788197253142	0.418035143627
L6S20	0.904651588869	0.889236166966	0.860911642729	0.860346651706	0.854334317774	0.60290475763	0.559411175943	0.552486095153	0.557909721724	0.54729045781	0.589174982047	0.507394793537	0.504597432675	0.514250251346	0.479983114901	0.47582486535	0.614730951526	0.587882378815	0.294757621185	0.515397342908	0.0	0.22026981149	0.885641220826	0.901580745063	0.865962226212	0.661582360862	0.298567405745	0.384494012567	0.514000736086	0.852379524237	0.876419039497	0.247209389587	0.645719587074	0.227007280072
L6S68	0.904853680431	0.873403752244	0.857576840215	0.835766552962	0.851792890485	0.522566579892	0.515802190305	0.507343411131	0.525239605027	0.398037684022	0.561284003591	0.436997172352	0.417469614004	0.446012666068	0.465331956912	0.356344928187	0.605836149013	0.53665513465	0.219031166966	0.424790763016	0.22026981149	0.0	0.860492648115	0.90192561939	0.856887890485	0.602972872531	0.245183339318	0.300563464991	0.422757657092	0.840780197487	0.87098508079	0.10358964991	0.595954425494	0.0903280969479
L1S257	0.203341588869	0.107236615799	0.280787333932	0.172708141831	0.280943366248	0.873177001795	0.898946490126	0.893026903052	0.922942648115	0.930516867145	0.924924658887	0.830431849192	0.797345116697	0.83779464991	0.798378429084	0.880481579892	0.940055834829	0.947301175943	0.956220224417	0.98437572711	0.885641220826	0.860492648115	0.0	0.193201750449	0.184769048474	1.15203851885	0.964329506284	1.00898026032	1.01436479354	0.184910062837	0.176741391382	0.853698491921	0.942372962298	0.830991696589
L3S378	0.0696565529623	0.120588509874	0.2095902693	0.208937863555	0.189220412926	0.900484228007	0.916902046679	0.913661705566	0.941964721724	0.971779138241	0.943476858169	0.889391983842	0.847471552962	0.888275771993	0.841463895871	0.932103509874	0.959084425494	0.968194201077	0.97234529623	1.03042537702	0.901580745063	0.90192561939	0.193201750449	0.0	0.15052516158	1.16674157989	0.980278114901	1.02548547576	1.02770207361	0.186741364452	0.132790520646	0.896793815081	0.957902468582	0.881158545781
L1S105	0.161256166966	0.148845251346	0.209926490126	0.194338159785	0.203262342908	0.857503141831	0.874541373429	0.870907692998	0.897905771993	0.928621337522	0.899231588869	0.839786373429	0.798450718133	0.84124470377	0.805656903052	0.887533141831	0.907136517056	0.925108159785	0.927388321364	0.989120664273	0.865962226212	0.856887890485	0.184769048474	0.15052516158	0.0	1.11361882406	0.927605628366	0.979489416517	0.967596929982	0.12770521544	0.0971913375224	0.853404667864	0.911933303411	0.838415197487
L5S174	1.16608599641	1.15798815081	1.10944111311	1.11518190305	1.10503405745	0.744705394973	0.70984567325	0.70963567325	0.743939910233	0.558614721724	0.746006606822	0.819628770197	0.792816615799	0.827873599641	0.848061077199	0.704157621185	0.808907351885	0.707406570916	0.504830035907	0.357611624776	0.661582360862	0.602972872531	1.15203851885	1.16674157989	1.11361882406	0.0	0.566796355476	0.3771597307	0.518612845601	1.09934782765	1.12612998205	0.605562971275	0.742550816876	0.634026050269
L5S155	0.980034470377	0.970430341113	0.932746104129	0.927473411131	0.926727037702	0.546565233393	0.478132064632	0.479040305206	0.553176678636	0.487586929982	0.591033087971	0.567726543986	0.535129093357	0.570232737882	0.572700574506	0.414738177738	0.602843653501	0.499861346499	0.127252585278	0.506718070018	0.298567405745	0.245183339318	0.964329506284	0.980278114901	0.927605628366	0.566796355476	0.0	0.319609533214	0.30238548474	0.922987881508	0.941552136445	0.226447531418	0.54718494614	0.258732585278
L5S222	1.02545750449	1.01509450628	0.980204506284	0.972324470377	0.973547863555	0.626303904847	0.574023859964	0.57464048474	0.565196355476	0.3932405386	0.612282890485	0.623673994614	0.612424084381	0.639791499102	0.662532495512	0.506155771993	0.639033581688	0.60789	0.237642836625	0.291598824057	0.384494012567	0.300563464991	1.00898026032	1.02548547576	0.979489416517	0.3771597307	0.319609533214	0.0	0.37825516158	0.966892082585	0.991550520646	0.334731014363	0.642978267504	0.359383177738
L5S104	1.02679442549	1.01948564632	0.958865125673	0.975561858169	0.965343222621	0.479507540395	0.428884245961	0.437406921005	0.511449039497	0.415874192101	0.475707190305	0.554140825853	0.559630035907	0.518132746858	0.623608500898	0.460382675045	0.510003482944	0.477955789946	0.268082594255	0.552722262118	0.514000736086	0.422757657092	1.01436479354	1.02770207361	0.967596929982	0.518612845601	0.30238548474	0.37825516158	0.0	0.967078931777	0.989546184919	0.395314075404	0.514019084381	0.435098482944
L1S57	0.191068833034	0.163197953321	0.229096786355	0.168388348294	0.22786572711	0.842266705566	0.865607235189	0.859881113106	0.880774829443	0.913521633752	0.885721166966	0.828620583483	0.790043904847	0.833638967684	0.798212226212	0.870795359066	0.90161018851	0.913993034111	0.915891238779	0.961781463196	0.852379524237	0.840780197487	0.184910062837	0.186741364452	0.12770521544	1.09934782765	0.922987881508	0.966892082585	0.967078931777	0.0	0.107493087971	0.837422127469	0.906326256732	0.821834560144
L1S76	0.151541597846	0.146521687612	0.225342926391	0.179180754039	0.216789245961	0.869536041293	0.887232262118	0.883263087971	0.903809964093	0.94371486535	0.913004165171	0.854963599641	0.814758052065	0.855772468582	0.815236337522	0.899982881508	0.917051696589	0.939191651706	0.941711149013	0.998299991023	0.876419039497	0.87098508079	0.176741391382	0.132790520646	0.0971913375224	1.12612998205	0.941552136445	0.991550520646	0.989546184919	0.107493087971	0.0	0.867542612208	0.926171157989	0.851808671454
L5S240	0.899988411131	0.869268231598	0.852532791741	0.835226885099	0.846905448833	0.540617073609	0.527522594255	0.520496310592	0.537017944345	0.421865179533	0.575239614004	0.42426951526	0.402920915619	0.434512495512	0.446766274686	0.36215551167	0.615452836625	0.553522881508	0.224579075404	0.413463967684	0.247209389587	0.10358964991	0.853698491921	0.896793815081	0.853404667864	0.605562971275	0.226447531418	0.334731014363	0.395314075404	0.837422127469	0.867542612208	0.0	0.613482549372	0.0814083393178
L3S313	0.958849667864	0.949012360862	0.911749236984	0.905055448833	0.91351072711	0.264655763016	0.219469506284	0.249758393178	0.296679039497	0.530903043088	0.306838177738	0.589406535009	0.49635529623	0.566432118492	0.566901570916	0.431748366248	0.311262315978	0.138283150808	0.5075355386	0.788197253142	0.645719587074	0.595954425494	0.942372962298	0.957902468582	0.911933303411	0.742550816876	0.54718494614	0.642978267504	0.514019084381	0.906326256732	0.926171157989	0.613482549372	0.0	0.613766131059
L2S240	0.884773034111	0.856020825853	0.840000987433	0.821363680431	0.833223590664	0.541926346499	0.53290459605	0.523186229803	0.539676032316	0.426735547576	0.577988402154	0.396724389587	0.384946059246	0.416776059246	0.437420933573	0.340484192101	0.61897954219	0.553754093357	0.245566822262	0.418035143627	0.227007280072	0.0903280969479	0.830991696589	0.881158545781	0.838415197487	0.634026050269	0.258732585278	0.359383177738	0.435098482944	0.821834560144	0.851808671454	0.0814083393178	0.613766131059	0.0
