Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	kmer_content	per_base_sequence_quality	sequence_length_distribution	Sequence length	File type	basic_statistics	per_sequence_gc_content	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
5101-458-MSITS2a_R1	pass	0.0	fail	250.012397114	Sanger / Illumina 1.9	fail	pass	warn	47-251	Conventional base calls	pass	fail	9841.0	pass	fail	fail	45.0	4.57270602581	5101-458-MSITS2a_R1.fastq	warn	pass
5101-458-MSITS2a_R2	pass	0.0	fail	248.373539274	Sanger / Illumina 1.9	warn	warn	warn	35-251	Conventional base calls	pass	fail	9841.0	pass	fail	fail	45.0	8.38329438065	5101-458-MSITS2a_R2.fastq	fail	pass
5101-757-MSITS2a_R1	pass	0.0	fail	236.581325805	Sanger / Illumina 1.9	warn	pass	warn	48-251	Conventional base calls	pass	fail	47820.0	pass	fail	fail	38.0	1.63320786282	5101-757-MSITS2a_R1.fastq	pass	pass
5101-757-MSITS2a_R2	pass	0.0	fail	237.016750314	Sanger / Illumina 1.9	warn	pass	warn	48-251	Conventional base calls	pass	fail	47820.0	pass	fail	fail	39.0	3.3730656629	5101-757-MSITS2a_R2.fastq	warn	pass
5101-758-MSITS2a_R1	pass	0.0	fail	225.159805942	Sanger / Illumina 1.9	warn	pass	warn	46-251	Conventional base calls	pass	fail	61631.0	pass	fail	fail	40.0	1.54792231182	5101-758-MSITS2a_R1.fastq	warn	pass
5101-758-MSITS2a_R2	pass	0.0	fail	225.826564554	Sanger / Illumina 1.9	warn	pass	warn	46-251	Conventional base calls	pass	fail	61631.0	pass	fail	fail	40.0	2.78593564927	5101-758-MSITS2a_R2.fastq	fail	pass
5101-759-MSITS2a_R1	pass	0.0	fail	239.158705865	Sanger / Illumina 1.9	fail	pass	warn	48-251	Conventional base calls	pass	fail	47043.0	pass	fail	fail	38.0	1.6835660991	5101-759-MSITS2a_R1.fastq	pass	pass
5101-759-MSITS2a_R2	pass	0.0	fail	239.535510065	Sanger / Illumina 1.9	warn	pass	warn	48-251	Conventional base calls	pass	fail	47043.0	pass	fail	fail	38.0	3.56482367196	5101-759-MSITS2a_R2.fastq	warn	pass
5101-760-MSITS2a_R1	pass	0.0	fail	227.602044471	Sanger / Illumina 1.9	warn	pass	warn	50-251	Conventional base calls	pass	fail	36293.0	pass	fail	fail	40.0	1.66147741989	5101-760-MSITS2a_R1.fastq	pass	pass
5101-760-MSITS2a_R2	pass	0.0	fail	228.344253713	Sanger / Illumina 1.9	fail	pass	warn	50-251	Conventional base calls	pass	fail	36293.0	pass	fail	fail	40.0	2.95649298763	5101-760-MSITS2a_R2.fastq	warn	pass
5101-761-MSITS2a_R1	pass	0.0	fail	240.818517491	Sanger / Illumina 1.9	fail	pass	warn	48-251	Conventional base calls	pass	fail	68519.0	pass	fail	fail	37.0	1.5076110276	5101-761-MSITS2a_R1.fastq	pass	pass
5101-761-MSITS2a_R2	pass	0.0	fail	240.260059254	Sanger / Illumina 1.9	fail	pass	warn	48-251	Conventional base calls	pass	fail	68519.0	pass	fail	fail	37.0	3.10132955822	5101-761-MSITS2a_R2.fastq	warn	pass
