Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
4924-843-MSITS2a_R1	97.3048223633	47.0	248.267847199	17958.0	41.6666666667
4924-843-MSITS2a_R2	95.6286891636	48.0	247.925715559	17958.0	33.3333333333
4924-844-MSITS2a_R1	97.7414474906	48.0	250.834390509	37679.0	41.6666666667
4924-844-MSITS2a_R2	96.3507524085	49.0	250.821279758	37679.0	50.0
5101-1016-MSITS2a_R1	98.5547517775	40.0	223.295988699	64418.0	33.3333333333
5101-1016-MSITS2a_R2	97.2088546679	40.0	224.413114347	64418.0	50.0
5101-1017-MSITS2a_R1	98.6549904241	40.0	223.791465037	68401.0	41.6666666667
5101-1017-MSITS2a_R2	97.1506264528	40.0	224.62689142	68401.0	41.6666666667
5101-1018-MSITS2a_R1	98.5720609444	40.0	224.495423455	70031.0	41.6666666667
5101-1018-MSITS2a_R2	97.0384543988	40.0	225.233325242	70031.0	33.3333333333
5101-1019-MSITS2a_R1	98.5739223054	40.0	223.220864523	67598.0	33.3333333333
5101-1019-MSITS2a_R2	96.6892511613	40.0	224.430781976	67598.0	50.0
5101-1020-MSITS2a_R1	98.4270182743	40.0	222.422498621	56199.0	33.3333333333
5101-1020-MSITS2a_R2	96.8647128952	40.0	223.33991708	56199.0	41.6666666667
5101-1024-MSITS2a_R1	97.5337694733	46.0	246.414929166	21247.0	33.3333333333
5101-1024-MSITS2a_R2	94.0791641173	46.0	245.838047724	21247.0	41.6666666667
5101-1031-MSITS2a_R1	98.208111165	40.0	223.000403942	61890.0	41.6666666667
5101-1031-MSITS2a_R2	96.4889319761	40.0	223.903005332	61890.0	33.3333333333
5101-1032-MSITS2a_R1	98.298329521	40.0	227.673442157	57708.0	33.3333333333
5101-1032-MSITS2a_R2	96.281278159	40.0	228.472343523	57708.0	33.3333333333
5101-1033-MSITS2a_R1	98.6043002641	39.0	227.563463124	71577.0	33.3333333333
5101-1033-MSITS2a_R2	96.4038727524	40.0	228.315548291	71577.0	33.3333333333
5101-1034-MSITS2a_R1	98.5862159712	40.0	227.595602211	68398.0	33.3333333333
5101-1034-MSITS2a_R2	96.5963917074	40.0	228.732345975	68398.0	41.6666666667
5101-1035-MSITS2a_R1	98.7173141962	39.0	227.9152575	72738.0	41.6666666667
5101-1035-MSITS2a_R2	96.3856581154	40.0	228.926118398	72738.0	41.6666666667
5101-1040-MSITS2a_R1	98.6297936336	38.0	236.792825911	71814.0	25.0
5101-1040-MSITS2a_R2	96.7401899351	38.0	237.307655889	71814.0	33.3333333333
5101-1138-MSITS2a_R1	98.7344863569	38.0	233.780755312	90082.0	33.3333333333
5101-1138-MSITS2a_R2	96.5731222664	39.0	234.422526143	90082.0	33.3333333333
5101-1139-MSITS2a_R1	98.5962426532	40.0	223.984978484	76224.0	33.3333333333
5101-1139-MSITS2a_R2	96.6755877414	40.0	224.955984992	76224.0	50.0
5101-1140-MSITS2a_R1	98.6465515048	40.0	223.673442389	78614.0	33.3333333333
5101-1140-MSITS2a_R2	96.6748925128	40.0	225.258071081	78614.0	41.6666666667
5101-1141-MSITS2a_R1	96.7054439698	40.0	230.798600382	22006.0	41.6666666667
5101-1141-MSITS2a_R2	93.0291738617	40.0	228.909751886	22006.0	33.3333333333
5101-1142-MSITS2a_R1	98.5640565403	39.0	232.986234476	75769.0	33.3333333333
5101-1142-MSITS2a_R2	96.3639483166	39.0	235.157069514	75769.0	41.6666666667
5101-1145-MSITS2a_R1	98.2535771409	40.0	223.526412484	46266.0	33.3333333333
5101-1145-MSITS2a_R2	96.1872649462	41.0	224.628409631	46266.0	33.3333333333
5101-1153-MSITS2a_R1	98.4156976744	38.0	239.434811047	55040.0	41.6666666667
5101-1153-MSITS2a_R2	96.2790697674	38.0	239.735646802	55040.0	33.3333333333
5101-1154-MSITS2a_R1	98.255143668	37.0	237.684861653	45104.0	41.6666666667
5101-1154-MSITS2a_R2	96.528024122	37.0	237.205170273	45104.0	41.6666666667
5101-1155-MSITS2a_R1	98.3676831209	37.0	243.949495517	53421.0	33.3333333333
5101-1155-MSITS2a_R2	96.1288631811	37.0	244.145373542	53421.0	41.6666666667
5101-1156-MSITS2a_R1	98.4141249602	37.0	243.812578404	53409.0	41.6666666667
5101-1156-MSITS2a_R2	96.7608455504	38.0	243.920612631	53409.0	33.3333333333
5101-1157-MSITS2a_R1	98.7528810027	37.0	239.771750913	95019.0	41.6666666667
5101-1157-MSITS2a_R2	96.8258979783	37.0	239.720140182	95019.0	41.6666666667
5101-1158-MSITS2a_R1	97.2833826268	38.0	239.246795925	27387.0	41.6666666667
5101-1158-MSITS2a_R2	94.9428560996	39.0	239.199948881	27387.0	33.3333333333
5101-1162-MSITS2a_R1	97.9307819081	37.0	244.953396814	32766.0	33.3333333333
5101-1162-MSITS2a_R2	96.0141610206	38.0	245.000396753	32766.0	41.6666666667
5101-447-MSITS2a_R1	98.2818194727	41.0	226.242959246	42254.0	33.3333333333
5101-447-MSITS2a_R2	96.1116107351	40.0	226.980475221	42254.0	50.0
5101-449-MSITS2a_R1	96.8207162771	44.0	247.049538923	18652.0	33.3333333333
5101-449-MSITS2a_R2	92.9980699121	43.0	247.27353635	18652.0	33.3333333333
5101-450-MSITS2a_R1	97.5009207134	43.0	239.978586836	19007.0	41.6666666667
5101-450-MSITS2a_R2	93.8548955648	39.0	240.429525964	19007.0	50.0
5101-451-MSITS2a_R1	98.1593989287	41.0	240.971006938	55634.0	33.3333333333
5101-451-MSITS2a_R2	95.4991551929	39.0	241.025146493	55634.0	41.6666666667
5101-457-MSITS2a_R1	97.5030837663	49.0	250.65106717	26753.0	33.3333333333
5101-457-MSITS2a_R2	95.0734497066	49.0	250.605875977	26753.0	50.0
5101-458-MSITS2a_R1	95.4272939742	45.0	250.012397114	9841.0	41.6666666667
5101-458-MSITS2a_R2	91.6167056193	45.0	248.373539274	9841.0	41.6666666667
5101-757-MSITS2a_R1	98.3667921372	38.0	236.581325805	47820.0	33.3333333333
5101-757-MSITS2a_R2	96.6269343371	39.0	237.016750314	47820.0	33.3333333333
5101-758-MSITS2a_R1	98.4520776882	40.0	225.159805942	61631.0	33.3333333333
5101-758-MSITS2a_R2	97.2140643507	40.0	225.826564554	61631.0	41.6666666667
5101-759-MSITS2a_R1	98.3164339009	38.0	239.158705865	47043.0	41.6666666667
5101-759-MSITS2a_R2	96.435176328	38.0	239.535510065	47043.0	33.3333333333
5101-760-MSITS2a_R1	98.3385225801	40.0	227.602044471	36293.0	33.3333333333
5101-760-MSITS2a_R2	97.0435070124	40.0	228.344253713	36293.0	41.6666666667
5101-761-MSITS2a_R1	98.4923889724	37.0	240.818517491	68519.0	41.6666666667
5101-761-MSITS2a_R2	96.8986704418	37.0	240.260059254	68519.0	41.6666666667
